id,name,type,length
1992,,DRIFT,0.150000
1993,,HTRIM,0.000000
1994,,VTRIM,0.000000
1995,,DRIFT,0.150000
1996,,DRIFT,0.002500
1997,,BPM,0.000000
1998,,DRIFT,1.288300
1999,,QUAD,0.406400
2000,,DRIFT,0.146800
2001,,DRIFT,0.005000
2002,,SEXT,0.290000
2003,,DRIFT,0.005000
2004,,DRIFT,0.231850
2005,,QUAD,0.606300
2006,,DRIFT,0.458350
2007,,QUAD,0.307000
2008,,DRIFT,0.196500
2009,,DRIFT,0.005000
2010,,SEXT,0.290000
2011,,DRIFT,0.005000
2012,,DRIFT,0.185000
2013,,BPM,0.000000
2014,,DRIFT,0.484000
2015,,BEND,0.933000
2016,,DRIFT,0.585800
2017,,QUAD,0.406400
2018,,DRIFT,0.158300
2019,,BPM,0.000000
2020,,DRIFT,0.263500
2021,,DRIFT,0.005000
2022,,SEXT,0.190000
2023,,DRIFT,0.005000
2024,,DRIFT,0.195200
2025,,QUAD,0.407600
2026,,DRIFT,0.118700
2027,,BPM,0.000000
2028,,DRIFT,0.116000
2029,,DRIFT,0.005000
2030,,SEXT,0.290000
2031,,DRIFT,0.005000
2032,,DRIFT,0.234700
2033,,QUAD,0.407600
2034,,DRIFT,0.195200
2035,,DRIFT,0.005000
2036,,SEXT,0.190000
2037,,DRIFT,0.005000
2038,,DRIFT,0.421800
2039,,QUAD,0.406400
2040,,DRIFT,0.101800
2041,,BPM,0.000000
2042,,DRIFT,0.484000
2043,,source,0.000000
2044,,BEND,0.933000
2045,,DRIFT,0.669000
2046,,DRIFT,0.005000
2047,,SEXT,0.290000
2048,,DRIFT,0.005000
2049,,DRIFT,0.196500
2050,,QUAD,0.307000
2051,,DRIFT,0.173000
2052,,BPM,0.000000
2053,,DRIFT,0.285350
2054,,QUAD,0.606300
2055,,DRIFT,0.231850
2056,,DRIFT,0.005000
2057,,SEXT,0.290000
2058,,DRIFT,0.005000
2059,,DRIFT,0.146800
2060,,QUAD,0.406400
2061,,DRIFT,1.288300
2062,,BPM,0.000000
2063,,DRIFT,0.002500
2064,,DRIFT,0.150000
2065,,HTRIM,0.000000
2066,,VTRIM,0.000000
2067,,DRIFT,0.150000
2068,,DRIFT,2.577500
2069,,source,0.000000
2070,,DRIFT,2.577500
2071,,DRIFT,0.150000
2072,,HTRIM,0.000000
2073,,VTRIM,0.000000
2074,,DRIFT,0.150000
2075,,DRIFT,0.002500
2076,,BPM,0.000000
2077,,DRIFT,1.288300
2078,,QUAD,0.406400
2079,,DRIFT,0.146800
2080,,DRIFT,0.005000
2081,,SEXT,0.290000
2082,,DRIFT,0.005000
2083,,DRIFT,0.231850
2084,,QUAD,0.606300
2085,,DRIFT,0.458350
2086,,QUAD,0.307000
2087,,DRIFT,0.196500
2088,,DRIFT,0.005000
2089,,SEXT,0.290000
2090,,DRIFT,0.005000
2091,,DRIFT,0.185000
2092,,BPM,0.000000
2093,,DRIFT,0.484000
2094,,BEND,0.933000
2095,,DRIFT,0.585800
2096,,QUAD,0.406400
2097,,DRIFT,0.158300
2098,,BPM,0.000000
2099,,DRIFT,0.263500
2100,,DRIFT,0.005000
2101,,SEXT,0.190000
2102,,DRIFT,0.005000
2103,,DRIFT,0.195200
2104,,QUAD,0.407600
2105,,DRIFT,0.118700
2106,,BPM,0.000000
2107,,DRIFT,0.116000
2108,,DRIFT,0.005000
2109,,SEXT,0.290000
2110,,DRIFT,0.005000
2111,,DRIFT,0.234700
2112,,QUAD,0.407600
2113,,DRIFT,0.195200
2114,,DRIFT,0.005000
2115,,SEXT,0.190000
2116,,DRIFT,0.005000
2117,,DRIFT,0.421800
2118,,QUAD,0.406400
2119,,DRIFT,0.101800
2120,,BPM,0.000000
2121,,DRIFT,0.484000
2122,,source,0.000000
2123,,BEND,0.933000
2124,,DRIFT,0.669000
2125,,DRIFT,0.005000
2126,,SEXT,0.290000
2127,,DRIFT,0.005000
2128,,DRIFT,0.196500
2129,,QUAD,0.307000
2130,,DRIFT,0.173000
2131,,BPM,0.000000
2132,,DRIFT,0.285350
2133,,QUAD,0.606300
2134,,DRIFT,0.231850
2135,,DRIFT,0.005000
2136,,SEXT,0.290000
2137,,DRIFT,0.005000
2138,,DRIFT,0.146800
2139,,QUAD,0.406400
2140,,DRIFT,1.288300
2141,,BPM,0.000000
2142,,DRIFT,4.380000
