id,name,type,length,cell
1684,1684,QUAD,0.406400,19
1685,1685,DRIFT,0.101800,
1686,1686,BPM,0.000000,
1687,1687,DRIFT,0.484000,
1688,1688,BEND,0.933000,19
1689,1689,DRIFT,0.669000,
1690,1690,DRIFT,0.005000,
1691,1691,SEXT,0.290000,19
1692,1692,DRIFT,0.005000,
1693,1693,DRIFT,0.196500,
1694,1694,QUAD,0.307000,19
1695,1695,DRIFT,0.173000,
1696,1696,BPM,0.000000,
1697,1697,DRIFT,0.285350,
1698,1698,QUAD,0.606300,19
1699,1699,DRIFT,0.231850,
1700,1700,DRIFT,0.005000,
1701,1701,SEXT,0.290000,19
1702,1702,DRIFT,0.005000,
1703,1703,DRIFT,0.146800,
1704,1704,QUAD,0.406400,19
1705,1705,DRIFT,1.288300,
1706,1706,BPM,0.000000,
1707,1707,DRIFT,0.002500,
1708,1708,DRIFT,0.227500,
1709,1709,DRIFT,0.149000,
1710,1710,DRIFT,0.050000,
1711,1711,HCHICA,0.000000,
1712,1712,DRIFT,0.050000,
1713,1713,DRIFT,1.016000,
1714,1714,DRIFT,0.050000,
1715,1715,DRIFT,0.100000,
1716,1716,HTRIM,0.000000,19
1717,1717,VTRIM,0.000000,19
1718,1718,DRIFT,0.100000,
1719,1719,DRIFT,0.046000,
1720,1720,DRIFT,1.014000,
1721,1721,source,0.000000,
1722,1722,DRIFT,1.014000,
1723,1723,DRIFT,0.038000,
1724,1724,DRIFT,0.050000,
1725,1725,DRIFT,0.100000,
1726,1726,HTRIM,0.000000,19
1727,1727,VTRIM,0.000000,19
1728,1728,DRIFT,0.100000,
1729,1729,DRIFT,0.050000,
1730,1730,DRIFT,0.022000,
1731,1731,DRIFT,0.050000,
1732,1732,HCHICA,0.000000,
1733,1733,DRIFT,0.050000,
1734,1734,DRIFT,0.022500,
1735,1735,HTRIM,0.000000,20
1736,1736,VTRIM,0.000000,20
1737,1737,DRIFT,0.397500,
1738,1738,source,0.000000,
1739,1739,DRIFT,0.397500,
1740,1740,HTRIM,0.000000,20
1741,1741,VTRIM,0.000000,20
1742,1742,DRIFT,0.130000,
1743,1743,DRIFT,0.050000,
1744,1744,DRIFT,0.050000,
1745,1745,HCHICA,0.000000,
1746,1746,DRIFT,0.050000,
1747,1747,DRIFT,0.203000,
1748,1748,DRIFT,0.178000,
1749,1749,DRIFT,0.002500,
1750,1750,BPM,0.000000,
1751,1751,DRIFT,0.288300,
1752,1752,DRIFT,1.000000,
1753,1753,QUAD,0.406400,20
1754,1754,DRIFT,0.146800,
1755,1755,DRIFT,0.005000,
1756,1756,SEXT,0.290000,20
1757,1757,DRIFT,0.005000,
1758,1758,DRIFT,0.231850,
1759,1759,QUAD,0.606300,20
1760,1760,DRIFT,0.458350,
1761,1761,QUAD,0.307000,20
1762,1762,DRIFT,0.196500,
1763,1763,DRIFT,0.005000,
1764,1764,SEXT,0.290000,20
1765,1765,DRIFT,0.005000,
1766,1766,DRIFT,0.185000,
1767,1767,BPM,0.000000,
1768,1768,DRIFT,0.484000,
1769,1769,BEND,0.933000,20
1770,1770,DRIFT,0.585800,
1771,1771,QUAD,0.406400,20
1772,1772,DRIFT,0.158300,
1773,1773,BPM,0.000000,
1774,1774,DRIFT,0.263500,
1775,1775,DRIFT,0.005000,
1776,1776,SEXT,0.190000,20
1777,1777,DRIFT,0.005000,
1778,1778,DRIFT,0.195200,
1779,1779,QUAD,0.407600,20
1780,1780,DRIFT,0.118700,
1781,1781,BPM,0.000000,
1782,1782,DRIFT,0.116000,
1783,1783,DRIFT,0.005000,
1784,1784,SEXT,0.290000,20
1785,1785,DRIFT,0.005000,
1786,1786,DRIFT,0.234700,
1787,1787,QUAD,0.407600,20
1788,1788,DRIFT,0.195200,
1789,1789,DRIFT,0.005000,
1790,1790,SEXT,0.190000,20
1791,1791,DRIFT,0.005000,
1792,1792,DRIFT,0.421800,
1793,1793,QUAD,0.406400,20
1794,1794,DRIFT,0.101800,
1795,1795,BPM,0.000000,
1796,1796,DRIFT,0.484000,
1797,1797,BEND,0.933000,20
1798,1798,DRIFT,0.669000,
1799,1799,DRIFT,0.005000,
1800,1800,SEXT,0.290000,20
1801,1801,DRIFT,0.005000,
1802,1802,DRIFT,0.196500,
1803,1803,QUAD,0.307000,20
1804,1804,DRIFT,0.173000,
1805,1805,BPM,0.000000,
1806,1806,DRIFT,0.285350,
1807,1807,QUAD,0.606300,20
1808,1808,DRIFT,0.231850,
1809,1809,DRIFT,0.005000,
1810,1810,SEXT,0.290000,20
1811,1811,DRIFT,0.005000,
1812,1812,DRIFT,0.146800,
1813,1813,QUAD,0.406400,20
1814,1814,DRIFT,1.288300,
1815,1815,BPM,0.000000,
1816,1816,DRIFT,0.002500,
1817,1817,DRIFT,0.150000,
1818,1818,HTRIM,0.000000,20
1819,1819,VTRIM,0.000000,20
1820,1820,DRIFT,0.150000,
1821,1821,DRIFT,4.077500,
1822,1822,source,0.000000,
1823,1823,DRIFT,4.077500,
1824,1824,DRIFT,0.150000,
1825,1825,HTRIM,0.000000,20
1826,1826,VTRIM,0.000000,20
1827,1827,DRIFT,0.150000,
1828,1828,DRIFT,0.002500,
1829,1829,BPM,0.000000,
1830,1830,DRIFT,1.288300,
1831,1831,QUAD,0.406400,21
1832,1832,DRIFT,0.146800,
1833,1833,DRIFT,0.005000,
1834,1834,SEXT,0.290000,21
1835,1835,DRIFT,0.005000,
1836,1836,DRIFT,0.231850,
1837,1837,QUAD,0.606300,21
1838,1838,DRIFT,0.458350,
1839,1839,QUAD,0.307000,21
1840,1840,DRIFT,0.196500,
1841,1841,DRIFT,0.005000,
1842,1842,SEXT,0.290000,21
1843,1843,DRIFT,0.005000,
1844,1844,DRIFT,0.185000,
1845,1845,BPM,0.000000,
1846,1846,DRIFT,0.484000,
1847,1847,BEND,0.933000,21
1848,1848,DRIFT,0.585800,
1849,1849,QUAD,0.406400,21
1850,1850,DRIFT,0.158300,
1851,1851,BPM,0.000000,
1852,1852,DRIFT,0.263500,
1853,1853,DRIFT,0.005000,
1854,1854,SEXT,0.190000,21
1855,1855,DRIFT,0.005000,
1856,1856,DRIFT,0.195200,
1857,1857,QUAD,0.407600,21
1858,1858,DRIFT,0.118700,
1859,1859,BPM,0.000000,
1860,1860,DRIFT,0.116000,
1861,1861,DRIFT,0.005000,
1862,1862,SEXT,0.290000,21
1863,1863,DRIFT,0.005000,
1864,1864,DRIFT,0.234700,
1865,1865,QUAD,0.407600,21
1866,1866,DRIFT,0.195200,
1867,1867,DRIFT,0.005000,
1868,1868,SEXT,0.190000,21
1869,1869,DRIFT,0.005000,
1870,1870,DRIFT,0.421800,
1871,1871,QUAD,0.406400,21
1872,1872,DRIFT,0.101800,
1873,1873,BPM,0.000000,
1874,1874,DRIFT,0.484000,
1875,1875,source,0.000000,
1876,1876,BEND,0.933000,21
1877,1877,DRIFT,0.669000,
1878,1878,DRIFT,0.005000,
1879,1879,SEXT,0.290000,21
1880,1880,DRIFT,0.005000,
1881,1881,DRIFT,0.196500,
1882,1882,QUAD,0.307000,21
1883,1883,DRIFT,0.173000,
1884,1884,BPM,0.000000,
1885,1885,DRIFT,0.285350,
1886,1886,QUAD,0.606300,21
1887,1887,DRIFT,0.231850,
1888,1888,DRIFT,0.005000,
1889,1889,SEXT,0.290000,21
1890,1890,DRIFT,0.005000,
1891,1891,DRIFT,0.146800,
1892,1892,QUAD,0.406400,21
1893,1893,DRIFT,1.288300,
1894,1894,BPM,0.000000,
1895,1895,DRIFT,0.002500,
1896,1896,DRIFT,0.150000,
1897,1897,HTRIM,0.000000,21
1898,1898,VTRIM,0.000000,21
1899,1899,DRIFT,0.150000,
1900,1900,DRIFT,2.577500,
1901,1901,source,0.000000,
1902,1902,DRIFT,2.577500,
1903,1903,DRIFT,0.150000,
1904,1904,HTRIM,0.000000,21
1905,1905,VTRIM,0.000000,21
1906,1906,DRIFT,0.150000,
1907,1907,DRIFT,0.002500,
1908,1908,BPM,0.000000,
1909,1909,DRIFT,1.288300,
1910,1910,QUAD,0.406400,22
1911,1911,DRIFT,0.146800,
1912,1912,DRIFT,0.005000,
1913,1913,SEXT,0.290000,22
1914,1914,DRIFT,0.005000,
1915,1915,DRIFT,0.231850,
1916,1916,QUAD,0.606300,22
1917,1917,DRIFT,0.458350,
1918,1918,QUAD,0.307000,22
1919,1919,DRIFT,0.196500,
1920,1920,DRIFT,0.005000,
1921,1921,SEXT,0.290000,22
1922,1922,DRIFT,0.005000,
1923,1923,DRIFT,0.185000,
1924,1924,BPM,0.000000,
1925,1925,DRIFT,0.484000,
1926,1926,BEND,0.933000,22
1927,1927,DRIFT,0.585800,
1928,1928,QUAD,0.406400,22
1929,1929,DRIFT,0.158300,
1930,1930,BPM,0.000000,
1931,1931,DRIFT,0.263500,
1932,1932,DRIFT,0.005000,
1933,1933,SEXT,0.190000,22
1934,1934,DRIFT,0.005000,
1935,1935,DRIFT,0.195200,
1936,1936,QUAD,0.407600,22
1937,1937,DRIFT,0.118700,
1938,1938,BPM,0.000000,
1939,1939,DRIFT,0.116000,
1940,1940,DRIFT,0.005000,
1941,1941,SEXT,0.290000,22
1942,1942,DRIFT,0.005000,
1943,1943,DRIFT,0.234700,
1944,1944,QUAD,0.407600,22
1945,1945,DRIFT,0.195200,
1946,1946,DRIFT,0.005000,
1947,1947,SEXT,0.190000,22
1948,1948,DRIFT,0.005000,
1949,1949,DRIFT,0.421800,
1950,1950,QUAD,0.406400,22
1951,1951,DRIFT,0.101800,
1952,1952,BPM,0.000000,
1953,1953,DRIFT,0.484000,
1954,1954,source,0.000000,
1955,1955,BEND,0.933000,22
1956,1956,DRIFT,0.669000,
1957,1957,DRIFT,0.005000,
1958,1958,SEXT,0.290000,22
1959,1959,DRIFT,0.005000,
1960,1960,DRIFT,0.196500,
1961,1961,QUAD,0.307000,22
1962,1962,DRIFT,0.173000,
1963,1963,BPM,0.000000,
1964,1964,DRIFT,0.285350,
1965,1965,QUAD,0.606300,22
1966,1966,DRIFT,0.231850,
1967,1967,DRIFT,0.005000,
1968,1968,SEXT,0.290000,22
1969,1969,DRIFT,0.005000,
1970,1970,DRIFT,0.146800,
1971,1971,QUAD,0.406400,22
1972,1972,DRIFT,1.288300,
1973,1973,BPM,0.000000,
1974,1974,DRIFT,0.002500,
1975,1975,DRIFT,0.150000,
1976,1976,HTRIM,0.000000,22
1977,1977,VTRIM,0.000000,22
1978,1978,DRIFT,0.150000,
1979,1979,DRIFT,2.577500,
1980,1980,source,0.000000,
1981,1981,DRIFT,2.577500,
1982,1982,DRIFT,0.150000,
1983,1983,HTRIM,0.000000,22
1984,1984,VTRIM,0.000000,22
1985,1985,DRIFT,0.150000,
1986,1986,DRIFT,0.002500,
1987,1987,BPM,0.000000,
1988,1988,DRIFT,1.288300,
1989,1989,QUAD,0.406400,23
1990,1990,DRIFT,0.146800,
1991,1991,DRIFT,0.005000,
1992,1992,SEXT,0.290000,23
1993,1993,DRIFT,0.005000,
1994,1994,DRIFT,0.231850,
1995,1995,QUAD,0.606300,23
1996,1996,DRIFT,0.458350,
1997,1997,QUAD,0.307000,23
1998,1998,DRIFT,0.196500,
1999,1999,DRIFT,0.005000,
2000,2000,SEXT,0.290000,23
2001,2001,DRIFT,0.005000,
2002,2002,DRIFT,0.185000,
2003,2003,BPM,0.000000,
2004,2004,DRIFT,0.484000,
2005,2005,BEND,0.933000,23
2006,2006,DRIFT,0.585800,
2007,2007,QUAD,0.406400,23
2008,2008,DRIFT,0.158300,
2009,2009,BPM,0.000000,
2010,2010,DRIFT,0.263500,
2011,2011,DRIFT,0.005000,
2012,2012,SEXT,0.190000,23
2013,2013,DRIFT,0.005000,
2014,2014,DRIFT,0.195200,
2015,2015,QUAD,0.407600,23
2016,2016,DRIFT,0.118700,
2017,2017,BPM,0.000000,
2018,2018,DRIFT,0.116000,
2019,2019,DRIFT,0.005000,
2020,2020,SEXT,0.290000,23
2021,2021,DRIFT,0.005000,
2022,2022,DRIFT,0.234700,
2023,2023,QUAD,0.407600,23
2024,2024,DRIFT,0.195200,
2025,2025,DRIFT,0.005000,
2026,2026,SEXT,0.190000,23
2027,2027,DRIFT,0.005000,
2028,2028,DRIFT,0.421800,
2029,2029,QUAD,0.406400,23
2030,2030,DRIFT,0.101800,
2031,2031,BPM,0.000000,
2032,2032,DRIFT,0.484000,
2033,2033,source,0.000000,
2034,2034,BEND,0.933000,23
2035,2035,DRIFT,0.669000,
2036,2036,DRIFT,0.005000,
2037,2037,SEXT,0.290000,23
2038,2038,DRIFT,0.005000,
2039,2039,DRIFT,0.196500,
2040,2040,QUAD,0.307000,23
2041,2041,DRIFT,0.173000,
2042,2042,BPM,0.000000,
2043,2043,DRIFT,0.285350,
2044,2044,QUAD,0.606300,23
2045,2045,DRIFT,0.231850,
2046,2046,DRIFT,0.005000,
2047,2047,SEXT,0.290000,23
2048,2048,DRIFT,0.005000,
2049,2049,DRIFT,0.146800,
2050,2050,QUAD,0.406400,23
2051,2051,DRIFT,1.288300,
2052,2052,BPM,0.000000,
2053,2053,DRIFT,0.002500,
2054,2054,DRIFT,0.150000,
2055,2055,HTRIM,0.000000,23
2056,2056,VTRIM,0.000000,23
2057,2057,DRIFT,0.150000,
2058,2058,DRIFT,2.577500,
2059,2059,source,0.000000,
2060,2060,DRIFT,2.577500,
2061,2061,DRIFT,0.150000,
2062,2062,HTRIM,0.000000,23
2063,2063,VTRIM,0.000000,23
2064,2064,DRIFT,0.150000,
2065,2065,DRIFT,0.002500,
2066,2066,BPM,0.000000,
2067,2067,DRIFT,1.288300,
2068,2068,QUAD,0.406400,24
2069,2069,DRIFT,0.146800,
2070,2070,DRIFT,0.005000,
2071,2071,SEXT,0.290000,24
2072,2072,DRIFT,0.005000,
2073,2073,DRIFT,0.231850,
2074,2074,QUAD,0.606300,24
2075,2075,DRIFT,0.458350,
2076,2076,QUAD,0.307000,24
2077,2077,DRIFT,0.196500,
2078,2078,DRIFT,0.005000,
2079,2079,SEXT,0.290000,24
2080,2080,DRIFT,0.005000,
2081,2081,DRIFT,0.185000,
2082,2082,BPM,0.000000,
2083,2083,DRIFT,0.484000,
2084,2084,BEND,0.933000,24
2085,2085,DRIFT,0.585800,
2086,2086,QUAD,0.406400,24
2087,2087,DRIFT,0.158300,
2088,2088,BPM,0.000000,
2089,2089,DRIFT,0.263500,
2090,2090,DRIFT,0.005000,
2091,2091,SEXT,0.190000,24
2092,2092,DRIFT,0.005000,
2093,2093,DRIFT,0.195200,
2094,2094,QUAD,0.407600,24
2095,2095,DRIFT,0.118700,
2096,2096,BPM,0.000000,
2097,2097,DRIFT,0.116000,
2098,2098,DRIFT,0.005000,
2099,2099,SEXT,0.290000,24
2100,2100,DRIFT,0.005000,
2101,2101,DRIFT,0.234700,
2102,2102,QUAD,0.407600,24
2103,2103,DRIFT,0.195200,
2104,2104,DRIFT,0.005000,
2105,2105,SEXT,0.190000,24
2106,2106,DRIFT,0.005000,
2107,2107,DRIFT,0.421800,
2108,2108,QUAD,0.406400,24
2109,2109,DRIFT,0.101800,
2110,2110,BPM,0.000000,
2111,2111,DRIFT,0.484000,
2112,2112,source,0.000000,
2113,2113,BEND,0.933000,24
2114,2114,DRIFT,0.669000,
2115,2115,DRIFT,0.005000,
2116,2116,SEXT,0.290000,24
2117,2117,DRIFT,0.005000,
2118,2118,DRIFT,0.196500,
2119,2119,QUAD,0.307000,24
2120,2120,DRIFT,0.173000,
2121,2121,BPM,0.000000,
2122,2122,DRIFT,0.285350,
2123,2123,QUAD,0.606300,24
2124,2124,DRIFT,0.231850,
2125,2125,DRIFT,0.005000,
2126,2126,SEXT,0.290000,24
2127,2127,DRIFT,0.005000,
2128,2128,DRIFT,0.146800,
2129,2129,QUAD,0.406400,24
2130,2130,DRIFT,1.288300,
2131,2131,BPM,0.000000,
2132,2132,DRIFT,4.380000,
2133,2133,DCCT,0.000000,
