id,name,type,length,cell
257,257,DRIFT,0.158300,
258,258,BPM,0.000000,
259,259,DRIFT,0.263500,
260,260,DRIFT,0.005000,
261,261,SEXT,0.190000,3
262,262,DRIFT,0.005000,
263,263,DRIFT,0.195200,
264,264,QUAD,0.407600,3
265,265,DRIFT,0.118700,
266,266,BPM,0.000000,
267,267,DRIFT,0.116000,
268,268,DRIFT,0.005000,
269,269,SEXT,0.290000,3
270,270,DRIFT,0.005000,
271,271,DRIFT,0.234700,
272,272,QUAD,0.407600,3
273,273,DRIFT,0.195200,
274,274,DRIFT,0.005000,
275,275,SEXT,0.190000,3
276,276,DRIFT,0.005000,
277,277,DRIFT,0.421800,
278,278,QUAD,0.406400,3
279,279,DRIFT,0.101800,
280,280,BPM,0.000000,
281,281,DRIFT,0.484000,
282,282,BEND,0.933000,3
283,283,DRIFT,0.669000,
284,284,DRIFT,0.005000,
285,285,SEXT,0.290000,3
286,286,DRIFT,0.005000,
287,287,DRIFT,0.196500,
288,288,QUAD,0.307000,3
289,289,DRIFT,0.173000,
290,290,BPM,0.000000,
291,291,DRIFT,0.285350,
292,292,QUAD,0.606300,3
293,293,DRIFT,0.231850,
294,294,DRIFT,0.005000,
295,295,SEXT,0.290000,3
296,296,DRIFT,0.005000,
297,297,DRIFT,0.146800,
298,298,QUAD,0.406400,3
299,299,DRIFT,1.288300,
300,300,BPM,0.000000,
301,301,DRIFT,0.002500,
302,302,DRIFT,1.219500,
303,303,DRIFT,0.050000,
304,304,HCHICA,0.000000,
305,305,DRIFT,0.050000,
306,306,DRIFT,0.280500,
307,307,DRIFT,0.150000,
308,308,HTRIM,0.000000,3
309,309,VTRIM,0.000000,3
310,310,DRIFT,0.150000,
311,311,DRIFT,0.977500,
312,312,source,0.000000,
313,313,DRIFT,0.977500,
314,314,DRIFT,0.150000,
315,315,HTRIM,0.000000,3
316,316,VTRIM,0.000000,3
317,317,DRIFT,0.150000,
318,318,DRIFT,0.054000,
319,319,DRIFT,0.050000,
320,320,HCHICA,0.000000,
321,321,DRIFT,0.050000,
322,322,DRIFT,0.150000,
323,323,HTRIM,0.000000,4
324,324,VTRIM,0.000000,4
325,325,DRIFT,0.150000,
326,326,DRIFT,0.153500,
327,327,source,0.000000,
328,328,DRIFT,0.153500,
329,329,DRIFT,0.150000,
330,330,HTRIM,0.000000,4
331,331,VTRIM,0.000000,4
332,332,DRIFT,0.150000,
333,333,DRIFT,0.050000,
334,334,HCHICA,0.000000,
335,335,DRIFT,0.050000,
336,336,DRIFT,0.439000,
337,337,DRIFT,0.002500,
338,338,BPM,0.000000,
339,339,DRIFT,1.288300,
340,340,QUAD,0.406400,4
341,341,DRIFT,0.146800,
342,342,DRIFT,0.005000,
343,343,SEXT,0.290000,4
344,344,DRIFT,0.005000,
345,345,DRIFT,0.231850,
346,346,QUAD,0.606300,4
347,347,DRIFT,0.458350,
348,348,QUAD,0.307000,4
349,349,DRIFT,0.196500,
350,350,DRIFT,0.005000,
351,351,SEXT,0.290000,4
352,352,DRIFT,0.005000,
353,353,DRIFT,0.185000,
354,354,BPM,0.000000,
355,355,DRIFT,0.484000,
356,356,BEND,0.933000,4
357,357,DRIFT,0.585800,
358,358,QUAD,0.406400,4
359,359,DRIFT,0.158300,
360,360,BPM,0.000000,
361,361,DRIFT,0.263500,
362,362,DRIFT,0.005000,
363,363,SEXT,0.190000,4
364,364,DRIFT,0.005000,
365,365,DRIFT,0.195200,
366,366,QUAD,0.407600,4
367,367,DRIFT,0.118700,
368,368,BPM,0.000000,
369,369,DRIFT,0.116000,
370,370,DRIFT,0.005000,
371,371,SEXT,0.290000,4
372,372,DRIFT,0.005000,
373,373,DRIFT,0.234700,
374,374,QUAD,0.407600,4
375,375,DRIFT,0.195200,
376,376,DRIFT,0.005000,
377,377,SEXT,0.190000,4
378,378,DRIFT,0.005000,
379,379,DRIFT,0.421800,
380,380,QUAD,0.406400,4
381,381,DRIFT,0.101800,
382,382,BPM,0.000000,
383,383,DRIFT,0.484000,
384,384,BEND,0.933000,4
385,385,DRIFT,0.669000,
386,386,DRIFT,0.005000,
387,387,SEXT,0.290000,4
388,388,DRIFT,0.005000,
389,389,DRIFT,0.196500,
390,390,QUAD,0.307000,4
391,391,DRIFT,0.173000,
392,392,BPM,0.000000,
393,393,DRIFT,0.285350,
394,394,QUAD,0.606300,4
395,395,DRIFT,0.231850,
396,396,DRIFT,0.005000,
397,397,SEXT,0.290000,4
398,398,DRIFT,0.005000,
399,399,DRIFT,0.146800,
400,400,QUAD,0.406400,4
401,401,DRIFT,1.288300,
402,402,BPM,0.000000,
403,403,DRIFT,0.002500,
404,404,DRIFT,1.172500,
405,405,DRIFT,0.150000,
406,406,HTRIM,0.000000,4
407,407,VTRIM,0.000000,4
408,408,DRIFT,0.150000,
409,409,DRIFT,2.905000,
410,410,source,0.000000,
411,411,DRIFT,2.905000,
412,412,DRIFT,0.150000,
413,413,HTRIM,0.000000,4
414,414,VTRIM,0.000000,4
415,415,DRIFT,0.150000,
416,416,AP,0.000000,
417,417,DRIFT,1.172500,
418,418,DRIFT,0.002500,
419,419,BPM,0.000000,
420,420,DRIFT,1.288300,
421,421,QUAD,0.406400,5
422,422,DRIFT,0.146800,
423,423,DRIFT,0.005000,
424,424,SEXT,0.290000,5
425,425,DRIFT,0.005000,
426,426,DRIFT,0.231850,
427,427,QUAD,0.606300,5
428,428,DRIFT,0.458350,
429,429,QUAD,0.307000,5
430,430,DRIFT,0.196500,
431,431,DRIFT,0.005000,
432,432,SEXT,0.290000,5
433,433,DRIFT,0.005000,
434,434,DRIFT,0.185000,
435,435,BPM,0.000000,
436,436,DRIFT,0.484000,
437,437,BEND,0.933000,5
438,438,DRIFT,0.585800,
439,439,QUAD,0.406400,5
440,440,DRIFT,0.158300,
441,441,BPM,0.000000,
442,442,DRIFT,0.263500,
443,443,DRIFT,0.005000,
444,444,SEXT,0.190000,5
445,445,DRIFT,0.005000,
446,446,DRIFT,0.195200,
447,447,QUAD,0.407600,5
448,448,DRIFT,0.118700,
449,449,BPM,0.000000,
450,450,DRIFT,0.116000,
451,451,DRIFT,0.005000,
452,452,SEXT,0.290000,5
453,453,DRIFT,0.005000,
454,454,DRIFT,0.234700,
455,455,QUAD,0.407600,5
456,456,DRIFT,0.195200,
457,457,DRIFT,0.005000,
458,458,SEXT,0.190000,5
459,459,DRIFT,0.005000,
460,460,DRIFT,0.421800,
461,461,QUAD,0.406400,5
462,462,DRIFT,0.101800,
463,463,BPM,0.000000,
464,464,DRIFT,0.484000,
465,465,BEND,0.933000,5
466,466,DRIFT,0.669000,
467,467,DRIFT,0.005000,
468,468,SEXT,0.290000,5
469,469,DRIFT,0.005000,
470,470,DRIFT,0.196500,
471,471,QUAD,0.307000,5
472,472,DRIFT,0.173000,
473,473,BPM,0.000000,
474,474,DRIFT,0.285350,
475,475,QUAD,0.606300,5
476,476,DRIFT,0.231850,
477,477,DRIFT,0.005000,
478,478,SEXT,0.290000,5
479,479,DRIFT,0.005000,
480,480,DRIFT,0.146800,
481,481,QUAD,0.406400,5
482,482,DRIFT,1.288300,
483,483,BPM,0.000000,
484,484,DRIFT,0.002500,
485,485,DRIFT,0.465500,
486,486,DRIFT,0.075000,
487,487,HTRIM,0.000000,5
488,488,VTRIM,0.000000,5
489,489,DRIFT,0.075000,
490,490,DRIFT,1.056000,
491,491,source,0.000000,
492,492,DRIFT,1.056000,
493,493,DRIFT,0.075000,
494,494,HTRIM,0.000000,5
495,495,VTRIM,0.000000,5
496,496,DRIFT,0.075000,
497,497,DRIFT,0.075000,
498,498,HTRIM,0.000000,6
499,499,VTRIM,0.000000,6
500,500,DRIFT,0.075000,
501,501,DRIFT,1.056000,
502,502,source,0.000000,
503,503,DRIFT,1.056000,
504,504,DRIFT,0.075000,
505,505,HTRIM,0.000000,6
506,506,VTRIM,0.000000,6
507,507,DRIFT,0.075000,
508,508,DRIFT,0.465500,
509,509,DRIFT,0.002500,
510,510,BPM,0.000000,
511,511,DRIFT,1.288300,
512,512,QUAD,0.406400,6
513,513,DRIFT,0.146800,
514,514,DRIFT,0.005000,
515,515,SEXT,0.290000,6
516,516,DRIFT,0.005000,
517,517,DRIFT,0.231850,
518,518,QUAD,0.606300,6
519,519,DRIFT,0.458350,
520,520,QUAD,0.307000,6
521,521,DRIFT,0.196500,
522,522,DRIFT,0.005000,
523,523,SEXT,0.290000,6
524,524,DRIFT,0.005000,
525,525,DRIFT,0.185000,
526,526,BPM,0.000000,
527,527,DRIFT,0.484000,
528,528,BEND,0.933000,6
529,529,DRIFT,0.585800,
530,530,QUAD,0.406400,6
531,531,DRIFT,0.158300,
532,532,BPM,0.000000,
533,533,DRIFT,0.263500,
534,534,DRIFT,0.005000,
535,535,SEXT,0.190000,6
536,536,DRIFT,0.005000,
537,537,DRIFT,0.195200,
538,538,QUAD,0.407600,6
539,539,DRIFT,0.118700,
540,540,BPM,0.000000,
541,541,DRIFT,0.116000,
542,542,DRIFT,0.005000,
543,543,SEXT,0.290000,6
544,544,DRIFT,0.005000,
545,545,DRIFT,0.234700,
546,546,QUAD,0.407600,6
547,547,DRIFT,0.195200,
548,548,DRIFT,0.005000,
549,549,SEXT,0.190000,6
550,550,DRIFT,0.005000,
551,551,DRIFT,0.421800,
552,552,QUAD,0.406400,6
553,553,DRIFT,0.101800,
554,554,BPM,0.000000,
555,555,DRIFT,0.484000,
556,556,BEND,0.933000,6
557,557,DRIFT,0.669000,
558,558,DRIFT,0.005000,
559,559,SEXT,0.290000,6
560,560,DRIFT,0.005000,
561,561,DRIFT,0.196500,
562,562,QUAD,0.307000,6
563,563,DRIFT,0.173000,
564,564,BPM,0.000000,
565,565,DRIFT,0.285350,
566,566,QUAD,0.606300,6
567,567,DRIFT,0.231850,
568,568,DRIFT,0.005000,
569,569,SEXT,0.290000,6
570,570,DRIFT,0.005000,
571,571,DRIFT,0.146800,
572,572,QUAD,0.406400,6
573,573,DRIFT,1.288300,
574,574,BPM,0.000000,
575,575,DRIFT,0.002500,
576,576,DRIFT,1.219500,
577,577,DRIFT,0.050000,
578,578,HCHICA,0.000000,
579,579,DRIFT,0.050000,
580,580,DRIFT,0.280500,
581,581,DRIFT,0.150000,
582,582,HTRIM,0.000000,6
583,583,VTRIM,0.000000,6
584,584,DRIFT,0.150000,
585,585,DRIFT,0.977500,
586,586,source,0.000000,
587,587,DRIFT,0.977500,
588,588,DRIFT,0.150000,
589,589,HTRIM,0.000000,6
590,590,VTRIM,0.000000,6
591,591,DRIFT,0.150000,
592,592,DRIFT,0.054000,
593,593,DRIFT,0.050000,
594,594,HCHICA,0.000000,
595,595,DRIFT,0.050000,
596,596,DRIFT,0.907000,
597,597,DRIFT,0.050000,
598,598,HCHICA,0.000000,
599,599,DRIFT,0.050000,
600,600,DRIFT,0.439000,
601,601,DRIFT,0.002500,
602,602,BPM,0.000000,
603,603,DRIFT,1.288300,
604,604,QUAD,0.406400,7
605,605,DRIFT,0.146800,
606,606,DRIFT,0.005000,
607,607,SEXT,0.290000,7
608,608,DRIFT,0.005000,
609,609,DRIFT,0.231850,
610,610,QUAD,0.606300,7
611,611,DRIFT,0.458350,
612,612,QUAD,0.307000,7
613,613,DRIFT,0.196500,
614,614,DRIFT,0.005000,
615,615,SEXT,0.290000,7
616,616,DRIFT,0.005000,
617,617,DRIFT,0.185000,
618,618,BPM,0.000000,
619,619,DRIFT,0.484000,
620,620,BEND,0.933000,7
621,621,DRIFT,0.585800,
622,622,QUAD,0.406400,7
623,623,DRIFT,0.158300,
624,624,BPM,0.000000,
625,625,DRIFT,0.263500,
626,626,DRIFT,0.005000,
627,627,SEXT,0.190000,7
628,628,DRIFT,0.005000,
629,629,DRIFT,0.195200,
630,630,QUAD,0.407600,7
631,631,DRIFT,0.118700,
632,632,BPM,0.000000,
633,633,DRIFT,0.116000,
634,634,DRIFT,0.005000,
635,635,SEXT,0.290000,7
636,636,DRIFT,0.005000,
637,637,DRIFT,0.234700,
638,638,QUAD,0.407600,7
639,639,DRIFT,0.195200,
640,640,DRIFT,0.005000,
641,641,SEXT,0.190000,7
642,642,DRIFT,0.005000,
643,643,DRIFT,0.421800,
644,644,QUAD,0.406400,7
645,645,DRIFT,0.101800,
646,646,BPM,0.000000,
647,647,DRIFT,0.484000,
648,648,source,0.000000,
649,649,BEND,0.933000,7
650,650,DRIFT,0.669000,
651,651,DRIFT,0.005000,
652,652,SEXT,0.290000,7
653,653,DRIFT,0.005000,
654,654,DRIFT,0.196500,
655,655,QUAD,0.307000,7
656,656,DRIFT,0.173000,
657,657,BPM,0.000000,
658,658,DRIFT,0.285350,
659,659,QUAD,0.606300,7
660,660,DRIFT,0.231850,
661,661,DRIFT,0.005000,
662,662,SEXT,0.290000,7
663,663,DRIFT,0.005000,
664,664,DRIFT,0.146800,
665,665,QUAD,0.406400,7
666,666,DRIFT,1.288300,
667,667,BPM,0.000000,
668,668,DRIFT,0.002500,
669,669,DRIFT,0.150000,
670,670,HTRIM,0.000000,7
671,671,VTRIM,0.000000,7
672,672,DRIFT,0.150000,
673,673,DRIFT,2.577500,
674,674,source,0.000000,
675,675,DRIFT,2.577500,
676,676,DRIFT,0.150000,
677,677,HTRIM,0.000000,7
678,678,VTRIM,0.000000,7
679,679,DRIFT,0.150000,
680,680,DRIFT,0.002500,
681,681,BPM,0.000000,
682,682,DRIFT,1.288300,
683,683,QUAD,0.406400,8
684,684,DRIFT,0.146800,
685,685,DRIFT,0.005000,
686,686,SEXT,0.290000,8
687,687,DRIFT,0.005000,
688,688,DRIFT,0.231850,
689,689,QUAD,0.606300,8
690,690,DRIFT,0.458350,
691,691,QUAD,0.307000,8
692,692,DRIFT,0.196500,
693,693,DRIFT,0.005000,
694,694,SEXT,0.290000,8
695,695,DRIFT,0.005000,
696,696,DRIFT,0.185000,
697,697,BPM,0.000000,
698,698,DRIFT,0.484000,
699,699,BEND,0.933000,8
700,700,DRIFT,0.585800,
701,701,QUAD,0.406400,8
702,702,DRIFT,0.158300,
703,703,BPM,0.000000,
704,704,DRIFT,0.263500,
705,705,DRIFT,0.005000,
706,706,SEXT,0.190000,8
707,707,DRIFT,0.005000,
708,708,DRIFT,0.195200,
709,709,QUAD,0.407600,8
710,710,DRIFT,0.118700,
711,711,BPM,0.000000,
712,712,DRIFT,0.116000,
713,713,DRIFT,0.005000,
714,714,SEXT,0.290000,8
715,715,DRIFT,0.005000,
716,716,DRIFT,0.234700,
717,717,QUAD,0.407600,8
718,718,DRIFT,0.195200,
719,719,DRIFT,0.005000,
720,720,SEXT,0.190000,8
721,721,DRIFT,0.005000,
722,722,DRIFT,0.421800,
723,723,QUAD,0.406400,8
724,724,DRIFT,0.101800,
725,725,BPM,0.000000,
726,726,DRIFT,0.484000,
727,727,BEND,0.933000,8
728,728,DRIFT,0.669000,
729,729,DRIFT,0.005000,
730,730,SEXT,0.290000,8
731,731,DRIFT,0.005000,
732,732,DRIFT,0.196500,
733,733,QUAD,0.307000,8
734,734,DRIFT,0.173000,
735,735,BPM,0.000000,
736,736,DRIFT,0.285350,
737,737,QUAD,0.606300,8
738,738,DRIFT,0.231850,
739,739,DRIFT,0.005000,
740,740,SEXT,0.290000,8
741,741,DRIFT,0.005000,
742,742,DRIFT,0.146800,
743,743,QUAD,0.406400,8
744,744,DRIFT,0.288340,
745,745,QUAD,0.300000,9
746,746,DRIFT,0.152700,
747,747,DRIFT,0.050000,
748,748,HCHICA,0.000000,
749,749,DRIFT,0.050000,
750,750,DRIFT,0.310760,
751,751,BPM,0.000000,
752,752,DRIFT,0.150000,
753,753,HTRIM,0.000000,8
754,754,VTRIM,0.000000,8
755,755,DRIFT,0.150000,
756,756,DRIFT,1.202995,
757,757,source,0.000000,
758,758,DRIFT,1.202995,
759,759,DRIFT,0.150000,
760,760,HTRIM,0.000000,8
761,761,VTRIM,0.000000,8
762,762,DRIFT,0.150000,
763,763,BPM,0.000000,
764,764,DRIFT,0.260100,
765,765,DRIFT,0.564080,
766,766,DRIFT,0.050000,
767,767,HCHICA,0.000000,
768,768,DRIFT,0.050000,
769,769,DRIFT,0.386070,
770,770,QUAD,0.600000,9
771,771,DRIFT,0.200000,
772,772,QUAD,0.400000,9
773,773,DRIFT,0.092530,
774,774,BPM,0.000000,
775,775,DRIFT,0.080890,
776,776,DRIFT,0.150000,
777,777,HTRIM,0.000000,9
778,778,VTRIM,0.000000,9
779,779,DRIFT,0.150000,
780,780,DRIFT,1.426070,
781,781,source,0.000000,
782,782,DRIFT,1.426070,
783,783,DRIFT,0.150000,
784,784,HTRIM,0.000000,9
785,785,VTRIM,0.000000,9
786,786,DRIFT,0.150000,
787,787,BPM,0.000000,
788,788,DRIFT,0.308440,
789,789,DRIFT,0.050000,
790,790,HCHICA,0.000000,
791,791,DRIFT,0.050000,
792,792,DRIFT,0.137760,
793,793,QUAD,0.300000,9
794,794,DRIFT,0.196800,
795,795,QUAD,0.406400,9
796,796,DRIFT,0.146800,
797,797,DRIFT,0.005000,
798,798,SEXT,0.290000,9
799,799,DRIFT,0.005000,
800,800,DRIFT,0.231850,
801,801,QUAD,0.606300,9
802,802,DRIFT,0.458350,
803,803,QUAD,0.307000,9
804,804,DRIFT,0.196500,
805,805,DRIFT,0.005000,
806,806,SEXT,0.290000,9
807,807,DRIFT,0.005000,
808,808,DRIFT,0.185000,
809,809,BPM,0.000000,
810,810,DRIFT,0.484000,
811,811,BEND,0.933000,9
812,812,DRIFT,0.585800,
813,813,QUAD,0.406400,9
814,814,DRIFT,0.158300,
815,815,BPM,0.000000,
816,816,DRIFT,0.263500,
817,817,DRIFT,0.005000,
818,818,SEXT,0.190000,9
819,819,DRIFT,0.005000,
820,820,DRIFT,0.195200,
821,821,QUAD,0.407600,9
822,822,DRIFT,0.118700,
823,823,BPM,0.000000,
824,824,DRIFT,0.116000,
825,825,DRIFT,0.005000,
826,826,SEXT,0.290000,9
827,827,DRIFT,0.005000,
828,828,DRIFT,0.234700,
829,829,QUAD,0.407600,9
830,830,DRIFT,0.195200,
831,831,DRIFT,0.005000,
832,832,SEXT,0.190000,9
833,833,DRIFT,0.005000,
834,834,DRIFT,0.421800,
835,835,QUAD,0.406400,9
836,836,DRIFT,0.101800,
837,837,BPM,0.000000,
838,838,DRIFT,0.484000,
839,839,BEND,0.933000,9
840,840,DRIFT,0.669000,
841,841,DRIFT,0.005000,
842,842,SEXT,0.290000,9
843,843,DRIFT,0.005000,
844,844,DRIFT,0.196500,
845,845,QUAD,0.307000,9
846,846,DRIFT,0.173000,
847,847,BPM,0.000000,
848,848,DRIFT,0.285350,
849,849,QUAD,0.606300,9
850,850,DRIFT,0.231850,
851,851,DRIFT,0.005000,
852,852,SEXT,0.290000,9
853,853,DRIFT,0.005000,
854,854,DRIFT,0.146800,
855,855,QUAD,0.406400,9
856,856,DRIFT,0.150600,
857,857,BPM,0.000000,
858,858,DRIFT,0.234100,
859,859,DRIFT,0.050000,
860,860,HCHICA,0.000000,
861,861,DRIFT,0.050000,
862,862,DRIFT,0.727600,
863,863,DRIFT,0.050000,
864,864,HCHICA,0.000000,
865,865,DRIFT,0.050000,
866,866,DRIFT,0.539000,
867,867,DRIFT,0.150000,
868,868,HTRIM,0.000000,9
869,869,VTRIM,0.000000,9
870,870,DRIFT,0.150000,
871,871,DRIFT,0.785000,
872,872,source,0.000000,
873,873,DRIFT,0.785000,
874,874,DRIFT,0.150000,
875,875,HTRIM,0.000000,9
876,876,VTRIM,0.000000,9
877,877,DRIFT,0.150000,
878,878,DRIFT,0.059500,
879,879,BPM10,0.000000,
880,880,DRIFT,0.037500,
881,881,DRIFT,0.050000,
882,882,HCHICA,0.000000,
883,883,DRIFT,0.050000,
884,884,DRIFT,0.037500,
