id,name,field,get_pv,set_pv,enable_pv,enable_value
1611,SR18A-PC-S2B-06,b2,:I,:SETI,,
1611,SR18A-PC-HSTR-06,b0,:I,:SETI,,
1611,SR18A-PC-VSTR-06,a0,:I,:SETI,,
1614,SR18A-PC-Q3B-08,b1,:I,:SETI,,
1616,SR18C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
1616,SR18C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
1618,SR18A-PC-Q2B-09,b1,:I,:SETI,,
1621,SR18A-PC-S1B-07,b2,:I,:SETI,,
1621,SR18A-PC-HSTR-07,b0,:I,:SETI,,
1621,SR18A-PC-VSTR-07,a0,:I,:SETI,,
1624,SR18A-PC-Q1B-10,b1,:I,:SETI,,
1626,SR18C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
1626,SR18C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
1640,SR19C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
1640,SR19C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
1642,SR19A-PC-Q1B-01,b1,:I,:SETI,,
1645,SR19A-PC-S1B-01,b2,:I,:SETI,,
1645,SR19A-PC-HSTR-01,b0,:I,:SETI,,
1645,SR19A-PC-VSTR-01,a0,:I,:SETI,,
1648,SR19A-PC-Q2B-02,b1,:I,:SETI,,
1650,SR19A-PC-Q3B-03,b1,:I,:SETI,,
1653,SR19A-PC-S2B-02,b2,:I,:SETI,,
1653,SR19A-PC-HSTR-02,b0,:I,:SETI,,
1653,SR19A-PC-VSTR-02,a0,:I,:SETI,,
1656,SR19C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
1656,SR19C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
1658,SR-PC-DIPOL-01,b0,:I,:SETI,,
1660,SR19A-PC-Q2AB-04,b1,:I,:SETI,,
1662,SR19C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
1662,SR19C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
1665,SR19A-PC-S2A-03,b2,:I,:SETI,,
1665,SR19A-PC-HSTR-03,b0,:I,:SETI,,
1665,SR19A-PC-VSTR-03,a0,:I,:SETI,,
1668,SR19A-PC-Q1AB-05,b1,:I,:SETI,,
1670,SR19C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
1670,SR19C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
1673,SR19A-PC-S1A-04,b2,:I,:SETI,,
1673,SR19A-PC-HSTR-04,b0,:I,:SETI,,
1673,SR19A-PC-VSTR-04,a0,:I,:SETI,,
1676,SR19A-PC-Q1AB-06,b1,:I,:SETI,,
1679,SR19A-PC-S2A-05,b2,:I,:SETI,,
1679,SR19A-PC-HSTR-05,b0,:I,:SETI,,
1679,SR19A-PC-VSTR-05,a0,:I,:SETI,,
1682,SR19A-PC-Q2AB-07,b1,:I,:SETI,,
1684,SR19C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
1684,SR19C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
1686,SR-PC-DIPOL-01,b0,:I,:SETI,,
1689,SR19A-PC-S2B-06,b2,:I,:SETI,,
1689,SR19A-PC-HSTR-06,b0,:I,:SETI,,
1689,SR19A-PC-VSTR-06,a0,:I,:SETI,,
1692,SR19A-PC-Q3B-08,b1,:I,:SETI,,
1694,SR19C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
1694,SR19C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
1696,SR19A-PC-Q2B-09,b1,:I,:SETI,,
1699,SR19A-PC-S1B-07,b2,:I,:SETI,,
1699,SR19A-PC-HSTR-07,b0,:I,:SETI,,
1699,SR19A-PC-VSTR-07,a0,:I,:SETI,,
1702,SR19A-PC-Q1B-10,b1,:I,:SETI,,
1704,SR19C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
1704,SR19C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
1748,SR20C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
1748,SR20C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
1751,SR20A-PC-Q1B-01,b1,:I,:SETI,,
1754,SR20A-PC-S1C-01,b2,:I,:SETI,,
1754,SR20A-PC-HSTR-01,b0,:I,:SETI,,
1754,SR20A-PC-VSTR-01,a0,:I,:SETI,,
1757,SR20A-PC-Q2B-02,b1,:I,:SETI,,
1759,SR20A-PC-Q3B-03,b1,:I,:SETI,,
1762,SR20A-PC-S2C-02,b2,:I,:SETI,,
1762,SR20A-PC-HSTR-02,b0,:I,:SETI,,
1762,SR20A-PC-VSTR-02,a0,:I,:SETI,,
1765,SR20C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
1765,SR20C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
1767,SR-PC-DIPOL-01,b0,:I,:SETI,,
1769,SR20A-PC-Q2AB-04,b1,:I,:SETI,,
1771,SR20C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
1771,SR20C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
1774,SR20A-PC-S2A-03,b2,:I,:SETI,,
1774,SR20A-PC-HSTR-03,b0,:I,:SETI,,
1774,SR20A-PC-VSTR-03,a0,:I,:SETI,,
1777,SR20A-PC-Q1AB-05,b1,:I,:SETI,,
1779,SR20C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
1779,SR20C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
1782,SR20A-PC-S1A-04,b2,:I,:SETI,,
1782,SR20A-PC-HSTR-04,b0,:I,:SETI,,
1782,SR20A-PC-VSTR-04,a0,:I,:SETI,,
1785,SR20A-PC-Q1AD-06,b1,:I,:SETI,,
1788,SR20A-PC-S2A-05,b2,:I,:SETI,,
1788,SR20A-PC-HSTR-05,b0,:I,:SETI,,
1788,SR20A-PC-VSTR-05,a0,:I,:SETI,,
1791,SR20A-PC-Q2AD-07,b1,:I,:SETI,,
1793,SR20C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
1793,SR20C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
1795,SR-PC-DIPOL-01,b0,:I,:SETI,,
1798,SR20A-PC-S2D-06,b2,:I,:SETI,,
1798,SR20A-PC-HSTR-06,b0,:I,:SETI,,
1798,SR20A-PC-VSTR-06,a0,:I,:SETI,,
1801,SR20A-PC-Q3D-08,b1,:I,:SETI,,
1803,SR20C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
1803,SR20C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
1805,SR20A-PC-Q2D-09,b1,:I,:SETI,,
1808,SR20A-PC-S1D-07,b2,:I,:SETI,,
1808,SR20A-PC-HSTR-07,b0,:I,:SETI,,
1808,SR20A-PC-VSTR-07,a0,:I,:SETI,,
1811,SR20A-PC-Q1D-10,b1,:I,:SETI,,
1813,SR20C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
1813,SR20C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
1827,SR21C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
1827,SR21C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
1829,SR21A-PC-Q1D-01,b1,:I,:SETI,,
1832,SR21A-PC-S1D-01,b2,:I,:SETI,,
1832,SR21A-PC-HSTR-01,b0,:I,:SETI,,
1832,SR21A-PC-VSTR-01,a0,:I,:SETI,,
1835,SR21A-PC-Q2D-02,b1,:I,:SETI,,
1837,SR21A-PC-Q3D-03,b1,:I,:SETI,,
1840,SR21A-PC-S2D-02,b2,:I,:SETI,,
1840,SR21A-PC-HSTR-02,b0,:I,:SETI,,
1840,SR21A-PC-VSTR-02,a0,:I,:SETI,,
1843,SR21C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
1843,SR21C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
1845,SR-PC-DIPOL-01,b0,:I,:SETI,,
1847,SR21A-PC-Q2AD-04,b1,:I,:SETI,,
1849,SR21C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
1849,SR21C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
1852,SR21A-PC-S2A-03,b2,:I,:SETI,,
1852,SR21A-PC-HSTR-03,b0,:I,:SETI,,
1852,SR21A-PC-VSTR-03,a0,:I,:SETI,,
1855,SR21A-PC-Q1AD-05,b1,:I,:SETI,,
1857,SR21C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
1857,SR21C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
1860,SR21A-PC-S1A-04,b2,:I,:SETI,,
1860,SR21A-PC-HSTR-04,b0,:I,:SETI,,
1860,SR21A-PC-VSTR-04,a0,:I,:SETI,,
1863,SR21A-PC-Q1AB-06,b1,:I,:SETI,,
1866,SR21A-PC-S2A-05,b2,:I,:SETI,,
1866,SR21A-PC-HSTR-05,b0,:I,:SETI,,
1866,SR21A-PC-VSTR-05,a0,:I,:SETI,,
1869,SR21A-PC-Q2AB-07,b1,:I,:SETI,,
1871,SR21C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
1871,SR21C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
1874,SR-PC-DIPOL-01,b0,:I,:SETI,,
1877,SR21A-PC-S2C-06,b2,:I,:SETI,,
1877,SR21A-PC-HSTR-06,b0,:I,:SETI,,
1877,SR21A-PC-VSTR-06,a0,:I,:SETI,,
1880,SR21A-PC-Q3B-08,b1,:I,:SETI,,
1882,SR21C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
1882,SR21C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
1884,SR21A-PC-Q2B-09,b1,:I,:SETI,,
1887,SR21A-PC-S1C-07,b2,:I,:SETI,,
1887,SR21A-PC-HSTR-07,b0,:I,:SETI,,
1887,SR21A-PC-VSTR-07,a0,:I,:SETI,,
1890,SR21A-PC-Q1B-10,b1,:I,:SETI,,
1892,SR21C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
1892,SR21C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
1906,SR22C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
1906,SR22C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
1908,SR22A-PC-Q1B-01,b1,:I,:SETI,,
1911,SR22A-PC-S1B-01,b2,:I,:SETI,,
1911,SR22A-PC-HSTR-01,b0,:I,:SETI,,
1911,SR22A-PC-VSTR-01,a0,:I,:SETI,,
1914,SR22A-PC-Q2B-02,b1,:I,:SETI,,
1916,SR22A-PC-Q3B-03,b1,:I,:SETI,,
1919,SR22A-PC-S2B-02,b2,:I,:SETI,,
1919,SR22A-PC-HSTR-02,b0,:I,:SETI,,
1919,SR22A-PC-VSTR-02,a0,:I,:SETI,,
1922,SR22C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
1922,SR22C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
1924,SR-PC-DIPOL-01,b0,:I,:SETI,,
1926,SR22A-PC-Q2AB-04,b1,:I,:SETI,,
1928,SR22C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
1928,SR22C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
1931,SR22A-PC-S2A-03,b2,:I,:SETI,,
1931,SR22A-PC-HSTR-03,b0,:I,:SETI,,
1931,SR22A-PC-VSTR-03,a0,:I,:SETI,,
1934,SR22A-PC-Q1AB-05,b1,:I,:SETI,,
1936,SR22C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
1936,SR22C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
1939,SR22A-PC-S1A-04,b2,:I,:SETI,,
1939,SR22A-PC-HSTR-04,b0,:I,:SETI,,
1939,SR22A-PC-VSTR-04,a0,:I,:SETI,,
1942,SR22A-PC-Q1AB-06,b1,:I,:SETI,,
1945,SR22A-PC-S2A-05,b2,:I,:SETI,,
1945,SR22A-PC-HSTR-05,b0,:I,:SETI,,
1945,SR22A-PC-VSTR-05,a0,:I,:SETI,,
1948,SR22A-PC-Q2AB-07,b1,:I,:SETI,,
1950,SR22C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
1950,SR22C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
1953,SR-PC-DIPOL-01,b0,:I,:SETI,,
1956,SR22A-PC-S2B-06,b2,:I,:SETI,,
1956,SR22A-PC-HSTR-06,b0,:I,:SETI,,
1956,SR22A-PC-VSTR-06,a0,:I,:SETI,,
1959,SR22A-PC-Q3B-08,b1,:I,:SETI,,
1961,SR22C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
1961,SR22C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
1963,SR22A-PC-Q2B-09,b1,:I,:SETI,,
1966,SR22A-PC-S1B-07,b2,:I,:SETI,,
1966,SR22A-PC-HSTR-07,b0,:I,:SETI,,
1966,SR22A-PC-VSTR-07,a0,:I,:SETI,,
1969,SR22A-PC-Q1B-10,b1,:I,:SETI,,
1971,SR22C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
1971,SR22C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
1985,SR23C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
1985,SR23C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
1987,SR23A-PC-Q1B-01,b1,:I,:SETI,,
1990,SR23A-PC-S1B-01,b2,:I,:SETI,,
1990,SR23A-PC-HSTR-01,b0,:I,:SETI,,
1990,SR23A-PC-VSTR-01,a0,:I,:SETI,,
1993,SR23A-PC-Q2B-02,b1,:I,:SETI,,
1995,SR23A-PC-Q3B-03,b1,:I,:SETI,,
1998,SR23A-PC-S2B-02,b2,:I,:SETI,,
1998,SR23A-PC-HSTR-02,b0,:I,:SETI,,
1998,SR23A-PC-VSTR-02,a0,:I,:SETI,,
2001,SR23C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
2001,SR23C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
2003,SR-PC-DIPOL-01,b0,:I,:SETI,,
2005,SR23A-PC-Q2AB-04,b1,:I,:SETI,,
2007,SR23C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
2007,SR23C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
2010,SR23A-PC-S2A-03,b2,:I,:SETI,,
2010,SR23A-PC-HSTR-03,b0,:I,:SETI,,
2010,SR23A-PC-VSTR-03,a0,:I,:SETI,,
2013,SR23A-PC-Q1AB-05,b1,:I,:SETI,,
2015,SR23C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
2015,SR23C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
2018,SR23A-PC-S1A-04,b2,:I,:SETI,,
2018,SR23A-PC-HSTR-04,b0,:I,:SETI,,
2018,SR23A-PC-VSTR-04,a0,:I,:SETI,,
2021,SR23A-PC-Q1AB-06,b1,:I,:SETI,,
2024,SR23A-PC-S2A-05,b2,:I,:SETI,,
2024,SR23A-PC-HSTR-05,b0,:I,:SETI,,
2024,SR23A-PC-VSTR-05,a0,:I,:SETI,,
2027,SR23A-PC-Q2AB-07,b1,:I,:SETI,,
2029,SR23C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
2029,SR23C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
2032,SR-PC-DIPOL-01,b0,:I,:SETI,,
2035,SR23A-PC-S2B-06,b2,:I,:SETI,,
2035,SR23A-PC-HSTR-06,b0,:I,:SETI,,
2035,SR23A-PC-VSTR-06,a0,:I,:SETI,,
2038,SR23A-PC-Q3B-08,b1,:I,:SETI,,
2040,SR23C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
2040,SR23C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
2042,SR23A-PC-Q2B-09,b1,:I,:SETI,,
2045,SR23A-PC-S1B-07,b2,:I,:SETI,,
2045,SR23A-PC-HSTR-07,b0,:I,:SETI,,
2045,SR23A-PC-VSTR-07,a0,:I,:SETI,,
2048,SR23A-PC-Q1B-10,b1,:I,:SETI,,
2050,SR23C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
2050,SR23C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
2064,SR24C-DI-EBPM-01,x,:SA:X,,:CF:ENABLED_S,1
2064,SR24C-DI-EBPM-01,y,:SA:Y,,:CF:ENABLED_S,1
2066,SR24A-PC-Q1B-01,b1,:I,:SETI,,
2069,SR24A-PC-S1C-01,b2,:I,:SETI,,
2069,SR24A-PC-HSTR-01,b0,:I,:SETI,,
2069,SR24A-PC-VSTR-01,a0,:I,:SETI,,
2072,SR24A-PC-Q2B-02,b1,:I,:SETI,,
2074,SR24A-PC-Q3B-03,b1,:I,:SETI,,
2077,SR24A-PC-S2C-02,b2,:I,:SETI,,
2077,SR24A-PC-HSTR-02,b0,:I,:SETI,,
2077,SR24A-PC-VSTR-02,a0,:I,:SETI,,
2080,SR24C-DI-EBPM-02,x,:SA:X,,:CF:ENABLED_S,1
2080,SR24C-DI-EBPM-02,y,:SA:Y,,:CF:ENABLED_S,1
2082,SR-PC-DIPOL-01,b0,:I,:SETI,,
2084,SR24A-PC-Q2AB-04,b1,:I,:SETI,,
2086,SR24C-DI-EBPM-03,x,:SA:X,,:CF:ENABLED_S,1
2086,SR24C-DI-EBPM-03,y,:SA:Y,,:CF:ENABLED_S,1
2089,SR24A-PC-S2A-03,b2,:I,:SETI,,
2089,SR24A-PC-HSTR-03,b0,:I,:SETI,,
2089,SR24A-PC-VSTR-03,a0,:I,:SETI,,
2092,SR24A-PC-Q1AB-05,b1,:I,:SETI,,
2094,SR24C-DI-EBPM-04,x,:SA:X,,:CF:ENABLED_S,1
2094,SR24C-DI-EBPM-04,y,:SA:Y,,:CF:ENABLED_S,1
2097,SR24A-PC-S1A-04,b2,:I,:SETI,,
2097,SR24A-PC-HSTR-04,b0,:I,:SETI,,
2097,SR24A-PC-VSTR-04,a0,:I,:SETI,,
2100,SR24A-PC-Q1AD-06,b1,:I,:SETI,,
2103,SR24A-PC-S2A-05,b2,:I,:SETI,,
2103,SR24A-PC-HSTR-05,b0,:I,:SETI,,
2103,SR24A-PC-VSTR-05,a0,:I,:SETI,,
2106,SR24A-PC-Q2AD-07,b1,:I,:SETI,,
2108,SR24C-DI-EBPM-05,x,:SA:X,,:CF:ENABLED_S,1
2108,SR24C-DI-EBPM-05,y,:SA:Y,,:CF:ENABLED_S,1
2111,SR-PC-DIPOL-01,b0,:I,:SETI,,
2114,SR24A-PC-S2D-06,b2,:I,:SETI,,
2114,SR24A-PC-HSTR-06,b0,:I,:SETI,,
2114,SR24A-PC-VSTR-06,a0,:I,:SETI,,
2117,SR24A-PC-Q3D-08,b1,:I,:SETI,,
2119,SR24C-DI-EBPM-06,x,:SA:X,,:CF:ENABLED_S,1
2119,SR24C-DI-EBPM-06,y,:SA:Y,,:CF:ENABLED_S,1
2121,SR24A-PC-Q2D-09,b1,:I,:SETI,,
2124,SR24A-PC-S1D-07,b2,:I,:SETI,,
2124,SR24A-PC-HSTR-07,b0,:I,:SETI,,
2124,SR24A-PC-VSTR-07,a0,:I,:SETI,,
2127,SR24A-PC-Q1D-10,b1,:I,:SETI,,
2129,SR24C-DI-EBPM-07,x,:SA:X,,:CF:ENABLED_S,1
2129,SR24C-DI-EBPM-07,y,:SA:Y,,:CF:ENABLED_S,1
8,SR01A-PC-SQUAD-01,a1,:SETI,:I,,
28,SR01A-PC-SQUAD-02,a1,:SETI,:I,,
42,SR01A-PC-SQUAD-03,a1,:SETI,:I,,
62,SR01A-PC-SQUAD-04,a1,:SETI,:I,,
101,SR02A-PC-SQUAD-01,a1,:SETI,:I,,
126,SR02A-PC-SQUAD-02,a1,:SETI,:I,,
130,SR02A-PC-SQUAD-03,a1,:SETI,:I,,
175,SR02A-PC-SQUAD-04,a1,:SETI,:I,,
179,SR02A-PC-SQUAD-05,a1,:SETI,:I,,
198,SR02A-PC-SQUAD-06,a1,:SETI,:I,,
241,SR03A-PC-SQUAD-01,a1,:SETI,:I,,
261,SR03A-PC-SQUAD-02,a1,:SETI,:I,,
275,SR03A-PC-SQUAD-03,a1,:SETI,:I,,
295,SR03A-PC-SQUAD-04,a1,:SETI,:I,,
343,SR04A-PC-SQUAD-01,a1,:SETI,:I,,
363,SR04A-PC-SQUAD-02,a1,:SETI,:I,,
377,SR04A-PC-SQUAD-03,a1,:SETI,:I,,
397,SR04A-PC-SQUAD-04,a1,:SETI,:I,,
424,SR05A-PC-SQUAD-01,a1,:SETI,:I,,
444,SR05A-PC-SQUAD-02,a1,:SETI,:I,,
458,SR05A-PC-SQUAD-03,a1,:SETI,:I,,
478,SR05A-PC-SQUAD-04,a1,:SETI,:I,,
515,SR06A-PC-SQUAD-01,a1,:SETI,:I,,
535,SR06A-PC-SQUAD-02,a1,:SETI,:I,,
549,SR06A-PC-SQUAD-03,a1,:SETI,:I,,
569,SR06A-PC-SQUAD-04,a1,:SETI,:I,,
607,SR07A-PC-SQUAD-01,a1,:SETI,:I,,
627,SR07A-PC-SQUAD-02,a1,:SETI,:I,,
641,SR07A-PC-SQUAD-03,a1,:SETI,:I,,
662,SR07A-PC-SQUAD-04,a1,:SETI,:I,,
686,SR08A-PC-SQUAD-01,a1,:SETI,:I,,
706,SR08A-PC-SQUAD-02,a1,:SETI,:I,,
720,SR08A-PC-SQUAD-03,a1,:SETI,:I,,
740,SR08A-PC-SQUAD-04,a1,:SETI,:I,,
798,SR09A-PC-SQUAD-01,a1,:SETI,:I,,
818,SR09A-PC-SQUAD-02,a1,:SETI,:I,,
832,SR09A-PC-SQUAD-03,a1,:SETI,:I,,
852,SR09A-PC-SQUAD-04,a1,:SETI,:I,,
912,SR10A-PC-SQUAD-01,a1,:SETI,:I,,
932,SR10A-PC-SQUAD-02,a1,:SETI,:I,,
946,SR10A-PC-SQUAD-03,a1,:SETI,:I,,
966,SR10A-PC-SQUAD-04,a1,:SETI,:I,,
990,SR11A-PC-SQUAD-01,a1,:SETI,:I,,
1010,SR11A-PC-SQUAD-02,a1,:SETI,:I,,
1024,SR11A-PC-SQUAD-03,a1,:SETI,:I,,
1044,SR11A-PC-SQUAD-04,a1,:SETI,:I,,
1068,SR12A-PC-SQUAD-01,a1,:SETI,:I,,
1088,SR12A-PC-SQUAD-02,a1,:SETI,:I,,
1102,SR12A-PC-SQUAD-03,a1,:SETI,:I,,
1122,SR12A-PC-SQUAD-04,a1,:SETI,:I,,
1180,SR13A-PC-SQUAD-01,a1,:SETI,:I,,
1200,SR13A-PC-SQUAD-02,a1,:SETI,:I,,
1214,SR13A-PC-SQUAD-03,a1,:SETI,:I,,
1234,SR13A-PC-SQUAD-04,a1,:SETI,:I,,
1258,SR14A-PC-SQUAD-01,a1,:SETI,:I,,
1278,SR14A-PC-SQUAD-02,a1,:SETI,:I,,
1292,SR14A-PC-SQUAD-03,a1,:SETI,:I,,
1312,SR14A-PC-SQUAD-04,a1,:SETI,:I,,
1336,SR15A-PC-SQUAD-01,a1,:SETI,:I,,
1356,SR15A-PC-SQUAD-02,a1,:SETI,:I,,
1370,SR15A-PC-SQUAD-03,a1,:SETI,:I,,
1390,SR15A-PC-SQUAD-04,a1,:SETI,:I,,
1416,SR16A-PC-SQUAD-01,a1,:SETI,:I,,
1436,SR16A-PC-SQUAD-02,a1,:SETI,:I,,
1450,SR16A-PC-SQUAD-03,a1,:SETI,:I,,
1471,SR16A-PC-SQUAD-04,a1,:SETI,:I,,
1486,SR17A-PC-SQUAD-01,a1,:SETI,:I,,
1506,SR17A-PC-SQUAD-02,a1,:SETI,:I,,
1520,SR17A-PC-SQUAD-03,a1,:SETI,:I,,
1540,SR17A-PC-SQUAD-04,a1,:SETI,:I,,
1566,SR18A-PC-SQUAD-01,a1,:SETI,:I,,
1586,SR18A-PC-SQUAD-02,a1,:SETI,:I,,
1600,SR18A-PC-SQUAD-03,a1,:SETI,:I,,
1621,SR18A-PC-SQUAD-04,a1,:SETI,:I,,
1645,SR19A-PC-SQUAD-01,a1,:SETI,:I,,
1665,SR19A-PC-SQUAD-02,a1,:SETI,:I,,
1679,SR19A-PC-SQUAD-03,a1,:SETI,:I,,
1699,SR19A-PC-SQUAD-04,a1,:SETI,:I,,
1754,SR20A-PC-SQUAD-01,a1,:SETI,:I,,
1774,SR20A-PC-SQUAD-02,a1,:SETI,:I,,
1788,SR20A-PC-SQUAD-03,a1,:SETI,:I,,
1808,SR20A-PC-SQUAD-04,a1,:SETI,:I,,
1832,SR21A-PC-SQUAD-01,a1,:SETI,:I,,
1852,SR21A-PC-SQUAD-02,a1,:SETI,:I,,
1866,SR21A-PC-SQUAD-03,a1,:SETI,:I,,
1887,SR21A-PC-SQUAD-04,a1,:SETI,:I,,
1911,SR22A-PC-SQUAD-01,a1,:SETI,:I,,
1931,SR22A-PC-SQUAD-02,a1,:SETI,:I,,
1945,SR22A-PC-SQUAD-03,a1,:SETI,:I,,
1966,SR22A-PC-SQUAD-04,a1,:SETI,:I,,
1990,SR23A-PC-SQUAD-01,a1,:SETI,:I,,
2010,SR23A-PC-SQUAD-02,a1,:SETI,:I,,
2024,SR23A-PC-SQUAD-03,a1,:SETI,:I,,
2045,SR23A-PC-SQUAD-04,a1,:SETI,:I,,
2069,SR24A-PC-SQUAD-01,a1,:SETI,:I,,
2089,SR24A-PC-SQUAD-02,a1,:SETI,:I,,
2103,SR24A-PC-SQUAD-03,a1,:SETI,:I,,
2124,SR24A-PC-SQUAD-04,a1,:SETI,:I,,
111,SR02A-PC-DTRIM-01,db0,:SETI,:I,,
185,SR02A-PC-DTRIM-04,db0,:SETI,:I,,
136,SR02A-PC-DTRIM-02,db0,:SETI,:I,,
160,SR02A-PC-DTRIM-03,db0,:SETI,:I,,
2131,SR-DI-DCCT-01,I,:SIGNAL,,,
