id,field,get_pv,set_pv,enable_pv,enable_value
1843,y,SR21C-DI-EBPM-02:SA:Y,,SR21C-DI-EBPM-02:CF:ENABLED_S,1
1845,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
1847,b1,SR21A-PC-Q2AD-04:I,SR21A-PC-Q2AD-04:SETI,,
1849,x,SR21C-DI-EBPM-03:SA:X,,SR21C-DI-EBPM-03:CF:ENABLED_S,1
1849,y,SR21C-DI-EBPM-03:SA:Y,,SR21C-DI-EBPM-03:CF:ENABLED_S,1
1852,b2,SR21A-PC-S2A-03:I,SR21A-PC-S2A-03:SETI,,
1852,b0,SR21A-PC-HSTR-03:I,SR21A-PC-HSTR-03:SETI,,
1852,a0,SR21A-PC-VSTR-03:I,SR21A-PC-VSTR-03:SETI,,
1855,b1,SR21A-PC-Q1AD-05:I,SR21A-PC-Q1AD-05:SETI,,
1857,x,SR21C-DI-EBPM-04:SA:X,,SR21C-DI-EBPM-04:CF:ENABLED_S,1
1857,y,SR21C-DI-EBPM-04:SA:Y,,SR21C-DI-EBPM-04:CF:ENABLED_S,1
1860,b2,SR21A-PC-S1A-04:I,SR21A-PC-S1A-04:SETI,,
1860,b0,SR21A-PC-HSTR-04:I,SR21A-PC-HSTR-04:SETI,,
1860,a0,SR21A-PC-VSTR-04:I,SR21A-PC-VSTR-04:SETI,,
1863,b1,SR21A-PC-Q1AB-06:I,SR21A-PC-Q1AB-06:SETI,,
1866,b2,SR21A-PC-S2A-05:I,SR21A-PC-S2A-05:SETI,,
1866,b0,SR21A-PC-HSTR-05:I,SR21A-PC-HSTR-05:SETI,,
1866,a0,SR21A-PC-VSTR-05:I,SR21A-PC-VSTR-05:SETI,,
1869,b1,SR21A-PC-Q2AB-07:I,SR21A-PC-Q2AB-07:SETI,,
1871,x,SR21C-DI-EBPM-05:SA:X,,SR21C-DI-EBPM-05:CF:ENABLED_S,1
1871,y,SR21C-DI-EBPM-05:SA:Y,,SR21C-DI-EBPM-05:CF:ENABLED_S,1
1874,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
1877,b2,SR21A-PC-S2C-06:I,SR21A-PC-S2C-06:SETI,,
1877,b0,SR21A-PC-HSTR-06:I,SR21A-PC-HSTR-06:SETI,,
1877,a0,SR21A-PC-VSTR-06:I,SR21A-PC-VSTR-06:SETI,,
1880,b1,SR21A-PC-Q3B-08:I,SR21A-PC-Q3B-08:SETI,,
1882,x,SR21C-DI-EBPM-06:SA:X,,SR21C-DI-EBPM-06:CF:ENABLED_S,1
1882,y,SR21C-DI-EBPM-06:SA:Y,,SR21C-DI-EBPM-06:CF:ENABLED_S,1
1884,b1,SR21A-PC-Q2B-09:I,SR21A-PC-Q2B-09:SETI,,
1887,b2,SR21A-PC-S1C-07:I,SR21A-PC-S1C-07:SETI,,
1887,b0,SR21A-PC-HSTR-07:I,SR21A-PC-HSTR-07:SETI,,
1887,a0,SR21A-PC-VSTR-07:I,SR21A-PC-VSTR-07:SETI,,
1890,b1,SR21A-PC-Q1B-10:I,SR21A-PC-Q1B-10:SETI,,
1892,x,SR21C-DI-EBPM-07:SA:X,,SR21C-DI-EBPM-07:CF:ENABLED_S,1
1892,y,SR21C-DI-EBPM-07:SA:Y,,SR21C-DI-EBPM-07:CF:ENABLED_S,1
1906,x,SR22C-DI-EBPM-01:SA:X,,SR22C-DI-EBPM-01:CF:ENABLED_S,1
1906,y,SR22C-DI-EBPM-01:SA:Y,,SR22C-DI-EBPM-01:CF:ENABLED_S,1
1908,b1,SR22A-PC-Q1B-01:I,SR22A-PC-Q1B-01:SETI,,
1911,b2,SR22A-PC-S1B-01:I,SR22A-PC-S1B-01:SETI,,
1911,b0,SR22A-PC-HSTR-01:I,SR22A-PC-HSTR-01:SETI,,
1911,a0,SR22A-PC-VSTR-01:I,SR22A-PC-VSTR-01:SETI,,
1914,b1,SR22A-PC-Q2B-02:I,SR22A-PC-Q2B-02:SETI,,
1916,b1,SR22A-PC-Q3B-03:I,SR22A-PC-Q3B-03:SETI,,
1919,b2,SR22A-PC-S2B-02:I,SR22A-PC-S2B-02:SETI,,
1919,b0,SR22A-PC-HSTR-02:I,SR22A-PC-HSTR-02:SETI,,
1919,a0,SR22A-PC-VSTR-02:I,SR22A-PC-VSTR-02:SETI,,
1922,x,SR22C-DI-EBPM-02:SA:X,,SR22C-DI-EBPM-02:CF:ENABLED_S,1
1922,y,SR22C-DI-EBPM-02:SA:Y,,SR22C-DI-EBPM-02:CF:ENABLED_S,1
1924,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
1926,b1,SR22A-PC-Q2AB-04:I,SR22A-PC-Q2AB-04:SETI,,
1928,x,SR22C-DI-EBPM-03:SA:X,,SR22C-DI-EBPM-03:CF:ENABLED_S,1
1928,y,SR22C-DI-EBPM-03:SA:Y,,SR22C-DI-EBPM-03:CF:ENABLED_S,1
1931,b2,SR22A-PC-S2A-03:I,SR22A-PC-S2A-03:SETI,,
1931,b0,SR22A-PC-HSTR-03:I,SR22A-PC-HSTR-03:SETI,,
1931,a0,SR22A-PC-VSTR-03:I,SR22A-PC-VSTR-03:SETI,,
1934,b1,SR22A-PC-Q1AB-05:I,SR22A-PC-Q1AB-05:SETI,,
1936,x,SR22C-DI-EBPM-04:SA:X,,SR22C-DI-EBPM-04:CF:ENABLED_S,1
1936,y,SR22C-DI-EBPM-04:SA:Y,,SR22C-DI-EBPM-04:CF:ENABLED_S,1
1939,b2,SR22A-PC-S1A-04:I,SR22A-PC-S1A-04:SETI,,
1939,b0,SR22A-PC-HSTR-04:I,SR22A-PC-HSTR-04:SETI,,
1939,a0,SR22A-PC-VSTR-04:I,SR22A-PC-VSTR-04:SETI,,
1942,b1,SR22A-PC-Q1AB-06:I,SR22A-PC-Q1AB-06:SETI,,
1945,b2,SR22A-PC-S2A-05:I,SR22A-PC-S2A-05:SETI,,
1945,b0,SR22A-PC-HSTR-05:I,SR22A-PC-HSTR-05:SETI,,
1945,a0,SR22A-PC-VSTR-05:I,SR22A-PC-VSTR-05:SETI,,
1948,b1,SR22A-PC-Q2AB-07:I,SR22A-PC-Q2AB-07:SETI,,
1950,x,SR22C-DI-EBPM-05:SA:X,,SR22C-DI-EBPM-05:CF:ENABLED_S,1
1950,y,SR22C-DI-EBPM-05:SA:Y,,SR22C-DI-EBPM-05:CF:ENABLED_S,1
1953,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
1956,b2,SR22A-PC-S2B-06:I,SR22A-PC-S2B-06:SETI,,
1956,b0,SR22A-PC-HSTR-06:I,SR22A-PC-HSTR-06:SETI,,
1956,a0,SR22A-PC-VSTR-06:I,SR22A-PC-VSTR-06:SETI,,
1959,b1,SR22A-PC-Q3B-08:I,SR22A-PC-Q3B-08:SETI,,
1961,x,SR22C-DI-EBPM-06:SA:X,,SR22C-DI-EBPM-06:CF:ENABLED_S,1
1961,y,SR22C-DI-EBPM-06:SA:Y,,SR22C-DI-EBPM-06:CF:ENABLED_S,1
1963,b1,SR22A-PC-Q2B-09:I,SR22A-PC-Q2B-09:SETI,,
1966,b2,SR22A-PC-S1B-07:I,SR22A-PC-S1B-07:SETI,,
1966,b0,SR22A-PC-HSTR-07:I,SR22A-PC-HSTR-07:SETI,,
1966,a0,SR22A-PC-VSTR-07:I,SR22A-PC-VSTR-07:SETI,,
1969,b1,SR22A-PC-Q1B-10:I,SR22A-PC-Q1B-10:SETI,,
1971,x,SR22C-DI-EBPM-07:SA:X,,SR22C-DI-EBPM-07:CF:ENABLED_S,1
1971,y,SR22C-DI-EBPM-07:SA:Y,,SR22C-DI-EBPM-07:CF:ENABLED_S,1
1985,x,SR23C-DI-EBPM-01:SA:X,,SR23C-DI-EBPM-01:CF:ENABLED_S,1
1985,y,SR23C-DI-EBPM-01:SA:Y,,SR23C-DI-EBPM-01:CF:ENABLED_S,1
1987,b1,SR23A-PC-Q1B-01:I,SR23A-PC-Q1B-01:SETI,,
1990,b2,SR23A-PC-S1B-01:I,SR23A-PC-S1B-01:SETI,,
1990,b0,SR23A-PC-HSTR-01:I,SR23A-PC-HSTR-01:SETI,,
1990,a0,SR23A-PC-VSTR-01:I,SR23A-PC-VSTR-01:SETI,,
1993,b1,SR23A-PC-Q2B-02:I,SR23A-PC-Q2B-02:SETI,,
1995,b1,SR23A-PC-Q3B-03:I,SR23A-PC-Q3B-03:SETI,,
1998,b2,SR23A-PC-S2B-02:I,SR23A-PC-S2B-02:SETI,,
1998,b0,SR23A-PC-HSTR-02:I,SR23A-PC-HSTR-02:SETI,,
1998,a0,SR23A-PC-VSTR-02:I,SR23A-PC-VSTR-02:SETI,,
2001,x,SR23C-DI-EBPM-02:SA:X,,SR23C-DI-EBPM-02:CF:ENABLED_S,1
2001,y,SR23C-DI-EBPM-02:SA:Y,,SR23C-DI-EBPM-02:CF:ENABLED_S,1
2003,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
2005,b1,SR23A-PC-Q2AB-04:I,SR23A-PC-Q2AB-04:SETI,,
2007,x,SR23C-DI-EBPM-03:SA:X,,SR23C-DI-EBPM-03:CF:ENABLED_S,1
2007,y,SR23C-DI-EBPM-03:SA:Y,,SR23C-DI-EBPM-03:CF:ENABLED_S,1
2010,b2,SR23A-PC-S2A-03:I,SR23A-PC-S2A-03:SETI,,
2010,b0,SR23A-PC-HSTR-03:I,SR23A-PC-HSTR-03:SETI,,
2010,a0,SR23A-PC-VSTR-03:I,SR23A-PC-VSTR-03:SETI,,
2013,b1,SR23A-PC-Q1AB-05:I,SR23A-PC-Q1AB-05:SETI,,
2015,x,SR23C-DI-EBPM-04:SA:X,,SR23C-DI-EBPM-04:CF:ENABLED_S,1
2015,y,SR23C-DI-EBPM-04:SA:Y,,SR23C-DI-EBPM-04:CF:ENABLED_S,1
2018,b2,SR23A-PC-S1A-04:I,SR23A-PC-S1A-04:SETI,,
2018,b0,SR23A-PC-HSTR-04:I,SR23A-PC-HSTR-04:SETI,,
2018,a0,SR23A-PC-VSTR-04:I,SR23A-PC-VSTR-04:SETI,,
2021,b1,SR23A-PC-Q1AB-06:I,SR23A-PC-Q1AB-06:SETI,,
2024,b2,SR23A-PC-S2A-05:I,SR23A-PC-S2A-05:SETI,,
2024,b0,SR23A-PC-HSTR-05:I,SR23A-PC-HSTR-05:SETI,,
2024,a0,SR23A-PC-VSTR-05:I,SR23A-PC-VSTR-05:SETI,,
2027,b1,SR23A-PC-Q2AB-07:I,SR23A-PC-Q2AB-07:SETI,,
2029,x,SR23C-DI-EBPM-05:SA:X,,SR23C-DI-EBPM-05:CF:ENABLED_S,1
2029,y,SR23C-DI-EBPM-05:SA:Y,,SR23C-DI-EBPM-05:CF:ENABLED_S,1
2032,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
2035,b2,SR23A-PC-S2B-06:I,SR23A-PC-S2B-06:SETI,,
2035,b0,SR23A-PC-HSTR-06:I,SR23A-PC-HSTR-06:SETI,,
2035,a0,SR23A-PC-VSTR-06:I,SR23A-PC-VSTR-06:SETI,,
2038,b1,SR23A-PC-Q3B-08:I,SR23A-PC-Q3B-08:SETI,,
2040,x,SR23C-DI-EBPM-06:SA:X,,SR23C-DI-EBPM-06:CF:ENABLED_S,1
2040,y,SR23C-DI-EBPM-06:SA:Y,,SR23C-DI-EBPM-06:CF:ENABLED_S,1
2042,b1,SR23A-PC-Q2B-09:I,SR23A-PC-Q2B-09:SETI,,
2045,b2,SR23A-PC-S1B-07:I,SR23A-PC-S1B-07:SETI,,
2045,b0,SR23A-PC-HSTR-07:I,SR23A-PC-HSTR-07:SETI,,
2045,a0,SR23A-PC-VSTR-07:I,SR23A-PC-VSTR-07:SETI,,
2048,b1,SR23A-PC-Q1B-10:I,SR23A-PC-Q1B-10:SETI,,
2050,x,SR23C-DI-EBPM-07:SA:X,,SR23C-DI-EBPM-07:CF:ENABLED_S,1
2050,y,SR23C-DI-EBPM-07:SA:Y,,SR23C-DI-EBPM-07:CF:ENABLED_S,1
2064,x,SR24C-DI-EBPM-01:SA:X,,SR24C-DI-EBPM-01:CF:ENABLED_S,1
2064,y,SR24C-DI-EBPM-01:SA:Y,,SR24C-DI-EBPM-01:CF:ENABLED_S,1
2066,b1,SR24A-PC-Q1B-01:I,SR24A-PC-Q1B-01:SETI,,
2069,b2,SR24A-PC-S1C-01:I,SR24A-PC-S1C-01:SETI,,
2069,b0,SR24A-PC-HSTR-01:I,SR24A-PC-HSTR-01:SETI,,
2069,a0,SR24A-PC-VSTR-01:I,SR24A-PC-VSTR-01:SETI,,
2072,b1,SR24A-PC-Q2B-02:I,SR24A-PC-Q2B-02:SETI,,
2074,b1,SR24A-PC-Q3B-03:I,SR24A-PC-Q3B-03:SETI,,
2077,b2,SR24A-PC-S2C-02:I,SR24A-PC-S2C-02:SETI,,
2077,b0,SR24A-PC-HSTR-02:I,SR24A-PC-HSTR-02:SETI,,
2077,a0,SR24A-PC-VSTR-02:I,SR24A-PC-VSTR-02:SETI,,
2080,x,SR24C-DI-EBPM-02:SA:X,,SR24C-DI-EBPM-02:CF:ENABLED_S,1
2080,y,SR24C-DI-EBPM-02:SA:Y,,SR24C-DI-EBPM-02:CF:ENABLED_S,1
2082,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
2084,b1,SR24A-PC-Q2AB-04:I,SR24A-PC-Q2AB-04:SETI,,
2086,x,SR24C-DI-EBPM-03:SA:X,,SR24C-DI-EBPM-03:CF:ENABLED_S,1
2086,y,SR24C-DI-EBPM-03:SA:Y,,SR24C-DI-EBPM-03:CF:ENABLED_S,1
2089,b2,SR24A-PC-S2A-03:I,SR24A-PC-S2A-03:SETI,,
2089,b0,SR24A-PC-HSTR-03:I,SR24A-PC-HSTR-03:SETI,,
2089,a0,SR24A-PC-VSTR-03:I,SR24A-PC-VSTR-03:SETI,,
2092,b1,SR24A-PC-Q1AB-05:I,SR24A-PC-Q1AB-05:SETI,,
2094,x,SR24C-DI-EBPM-04:SA:X,,SR24C-DI-EBPM-04:CF:ENABLED_S,1
2094,y,SR24C-DI-EBPM-04:SA:Y,,SR24C-DI-EBPM-04:CF:ENABLED_S,1
2097,b2,SR24A-PC-S1A-04:I,SR24A-PC-S1A-04:SETI,,
2097,b0,SR24A-PC-HSTR-04:I,SR24A-PC-HSTR-04:SETI,,
2097,a0,SR24A-PC-VSTR-04:I,SR24A-PC-VSTR-04:SETI,,
2100,b1,SR24A-PC-Q1AD-06:I,SR24A-PC-Q1AD-06:SETI,,
2103,b2,SR24A-PC-S2A-05:I,SR24A-PC-S2A-05:SETI,,
2103,b0,SR24A-PC-HSTR-05:I,SR24A-PC-HSTR-05:SETI,,
2103,a0,SR24A-PC-VSTR-05:I,SR24A-PC-VSTR-05:SETI,,
2106,b1,SR24A-PC-Q2AD-07:I,SR24A-PC-Q2AD-07:SETI,,
2108,x,SR24C-DI-EBPM-05:SA:X,,SR24C-DI-EBPM-05:CF:ENABLED_S,1
2108,y,SR24C-DI-EBPM-05:SA:Y,,SR24C-DI-EBPM-05:CF:ENABLED_S,1
2111,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
2114,b2,SR24A-PC-S2D-06:I,SR24A-PC-S2D-06:SETI,,
2114,b0,SR24A-PC-HSTR-06:I,SR24A-PC-HSTR-06:SETI,,
2114,a0,SR24A-PC-VSTR-06:I,SR24A-PC-VSTR-06:SETI,,
2117,b1,SR24A-PC-Q3D-08:I,SR24A-PC-Q3D-08:SETI,,
2119,x,SR24C-DI-EBPM-06:SA:X,,SR24C-DI-EBPM-06:CF:ENABLED_S,1
2119,y,SR24C-DI-EBPM-06:SA:Y,,SR24C-DI-EBPM-06:CF:ENABLED_S,1
2121,b1,SR24A-PC-Q2D-09:I,SR24A-PC-Q2D-09:SETI,,
2124,b2,SR24A-PC-S1D-07:I,SR24A-PC-S1D-07:SETI,,
2124,b0,SR24A-PC-HSTR-07:I,SR24A-PC-HSTR-07:SETI,,
2124,a0,SR24A-PC-VSTR-07:I,SR24A-PC-VSTR-07:SETI,,
2127,b1,SR24A-PC-Q1D-10:I,SR24A-PC-Q1D-10:SETI,,
2129,x,SR24C-DI-EBPM-07:SA:X,,SR24C-DI-EBPM-07:CF:ENABLED_S,1
2129,y,SR24C-DI-EBPM-07:SA:Y,,SR24C-DI-EBPM-07:CF:ENABLED_S,1
8,a1,SR01A-PC-SQUAD-01:SETI,SR01A-PC-SQUAD-01:I,,
28,a1,SR01A-PC-SQUAD-02:SETI,SR01A-PC-SQUAD-02:I,,
42,a1,SR01A-PC-SQUAD-03:SETI,SR01A-PC-SQUAD-03:I,,
62,a1,SR01A-PC-SQUAD-04:SETI,SR01A-PC-SQUAD-04:I,,
101,a1,SR02A-PC-SQUAD-01:SETI,SR02A-PC-SQUAD-01:I,,
126,a1,SR02A-PC-SQUAD-02:SETI,SR02A-PC-SQUAD-02:I,,
130,a1,SR02A-PC-SQUAD-03:SETI,SR02A-PC-SQUAD-03:I,,
175,a1,SR02A-PC-SQUAD-04:SETI,SR02A-PC-SQUAD-04:I,,
179,a1,SR02A-PC-SQUAD-05:SETI,SR02A-PC-SQUAD-05:I,,
198,a1,SR02A-PC-SQUAD-06:SETI,SR02A-PC-SQUAD-06:I,,
241,a1,SR03A-PC-SQUAD-01:SETI,SR03A-PC-SQUAD-01:I,,
261,a1,SR03A-PC-SQUAD-02:SETI,SR03A-PC-SQUAD-02:I,,
275,a1,SR03A-PC-SQUAD-03:SETI,SR03A-PC-SQUAD-03:I,,
295,a1,SR03A-PC-SQUAD-04:SETI,SR03A-PC-SQUAD-04:I,,
343,a1,SR04A-PC-SQUAD-01:SETI,SR04A-PC-SQUAD-01:I,,
363,a1,SR04A-PC-SQUAD-02:SETI,SR04A-PC-SQUAD-02:I,,
377,a1,SR04A-PC-SQUAD-03:SETI,SR04A-PC-SQUAD-03:I,,
397,a1,SR04A-PC-SQUAD-04:SETI,SR04A-PC-SQUAD-04:I,,
424,a1,SR05A-PC-SQUAD-01:SETI,SR05A-PC-SQUAD-01:I,,
444,a1,SR05A-PC-SQUAD-02:SETI,SR05A-PC-SQUAD-02:I,,
458,a1,SR05A-PC-SQUAD-03:SETI,SR05A-PC-SQUAD-03:I,,
478,a1,SR05A-PC-SQUAD-04:SETI,SR05A-PC-SQUAD-04:I,,
515,a1,SR06A-PC-SQUAD-01:SETI,SR06A-PC-SQUAD-01:I,,
535,a1,SR06A-PC-SQUAD-02:SETI,SR06A-PC-SQUAD-02:I,,
549,a1,SR06A-PC-SQUAD-03:SETI,SR06A-PC-SQUAD-03:I,,
569,a1,SR06A-PC-SQUAD-04:SETI,SR06A-PC-SQUAD-04:I,,
607,a1,SR07A-PC-SQUAD-01:SETI,SR07A-PC-SQUAD-01:I,,
627,a1,SR07A-PC-SQUAD-02:SETI,SR07A-PC-SQUAD-02:I,,
641,a1,SR07A-PC-SQUAD-03:SETI,SR07A-PC-SQUAD-03:I,,
662,a1,SR07A-PC-SQUAD-04:SETI,SR07A-PC-SQUAD-04:I,,
686,a1,SR08A-PC-SQUAD-01:SETI,SR08A-PC-SQUAD-01:I,,
706,a1,SR08A-PC-SQUAD-02:SETI,SR08A-PC-SQUAD-02:I,,
720,a1,SR08A-PC-SQUAD-03:SETI,SR08A-PC-SQUAD-03:I,,
740,a1,SR08A-PC-SQUAD-04:SETI,SR08A-PC-SQUAD-04:I,,
798,a1,SR09A-PC-SQUAD-01:SETI,SR09A-PC-SQUAD-01:I,,
818,a1,SR09A-PC-SQUAD-02:SETI,SR09A-PC-SQUAD-02:I,,
832,a1,SR09A-PC-SQUAD-03:SETI,SR09A-PC-SQUAD-03:I,,
852,a1,SR09A-PC-SQUAD-04:SETI,SR09A-PC-SQUAD-04:I,,
912,a1,SR10A-PC-SQUAD-01:SETI,SR10A-PC-SQUAD-01:I,,
932,a1,SR10A-PC-SQUAD-02:SETI,SR10A-PC-SQUAD-02:I,,
946,a1,SR10A-PC-SQUAD-03:SETI,SR10A-PC-SQUAD-03:I,,
966,a1,SR10A-PC-SQUAD-04:SETI,SR10A-PC-SQUAD-04:I,,
990,a1,SR11A-PC-SQUAD-01:SETI,SR11A-PC-SQUAD-01:I,,
1010,a1,SR11A-PC-SQUAD-02:SETI,SR11A-PC-SQUAD-02:I,,
1024,a1,SR11A-PC-SQUAD-03:SETI,SR11A-PC-SQUAD-03:I,,
1044,a1,SR11A-PC-SQUAD-04:SETI,SR11A-PC-SQUAD-04:I,,
1068,a1,SR12A-PC-SQUAD-01:SETI,SR12A-PC-SQUAD-01:I,,
1088,a1,SR12A-PC-SQUAD-02:SETI,SR12A-PC-SQUAD-02:I,,
1102,a1,SR12A-PC-SQUAD-03:SETI,SR12A-PC-SQUAD-03:I,,
1122,a1,SR12A-PC-SQUAD-04:SETI,SR12A-PC-SQUAD-04:I,,
1180,a1,SR13A-PC-SQUAD-01:SETI,SR13A-PC-SQUAD-01:I,,
1200,a1,SR13A-PC-SQUAD-02:SETI,SR13A-PC-SQUAD-02:I,,
1214,a1,SR13A-PC-SQUAD-03:SETI,SR13A-PC-SQUAD-03:I,,
1234,a1,SR13A-PC-SQUAD-04:SETI,SR13A-PC-SQUAD-04:I,,
1258,a1,SR14A-PC-SQUAD-01:SETI,SR14A-PC-SQUAD-01:I,,
1278,a1,SR14A-PC-SQUAD-02:SETI,SR14A-PC-SQUAD-02:I,,
1292,a1,SR14A-PC-SQUAD-03:SETI,SR14A-PC-SQUAD-03:I,,
1312,a1,SR14A-PC-SQUAD-04:SETI,SR14A-PC-SQUAD-04:I,,
1336,a1,SR15A-PC-SQUAD-01:SETI,SR15A-PC-SQUAD-01:I,,
1356,a1,SR15A-PC-SQUAD-02:SETI,SR15A-PC-SQUAD-02:I,,
1370,a1,SR15A-PC-SQUAD-03:SETI,SR15A-PC-SQUAD-03:I,,
1390,a1,SR15A-PC-SQUAD-04:SETI,SR15A-PC-SQUAD-04:I,,
1416,a1,SR16A-PC-SQUAD-01:SETI,SR16A-PC-SQUAD-01:I,,
1436,a1,SR16A-PC-SQUAD-02:SETI,SR16A-PC-SQUAD-02:I,,
1450,a1,SR16A-PC-SQUAD-03:SETI,SR16A-PC-SQUAD-03:I,,
1471,a1,SR16A-PC-SQUAD-04:SETI,SR16A-PC-SQUAD-04:I,,
1486,a1,SR17A-PC-SQUAD-01:SETI,SR17A-PC-SQUAD-01:I,,
1506,a1,SR17A-PC-SQUAD-02:SETI,SR17A-PC-SQUAD-02:I,,
1520,a1,SR17A-PC-SQUAD-03:SETI,SR17A-PC-SQUAD-03:I,,
1540,a1,SR17A-PC-SQUAD-04:SETI,SR17A-PC-SQUAD-04:I,,
1566,a1,SR18A-PC-SQUAD-01:SETI,SR18A-PC-SQUAD-01:I,,
1586,a1,SR18A-PC-SQUAD-02:SETI,SR18A-PC-SQUAD-02:I,,
1600,a1,SR18A-PC-SQUAD-03:SETI,SR18A-PC-SQUAD-03:I,,
1621,a1,SR18A-PC-SQUAD-04:SETI,SR18A-PC-SQUAD-04:I,,
1645,a1,SR19A-PC-SQUAD-01:SETI,SR19A-PC-SQUAD-01:I,,
1665,a1,SR19A-PC-SQUAD-02:SETI,SR19A-PC-SQUAD-02:I,,
1679,a1,SR19A-PC-SQUAD-03:SETI,SR19A-PC-SQUAD-03:I,,
1699,a1,SR19A-PC-SQUAD-04:SETI,SR19A-PC-SQUAD-04:I,,
1754,a1,SR20A-PC-SQUAD-01:SETI,SR20A-PC-SQUAD-01:I,,
1774,a1,SR20A-PC-SQUAD-02:SETI,SR20A-PC-SQUAD-02:I,,
1788,a1,SR20A-PC-SQUAD-03:SETI,SR20A-PC-SQUAD-03:I,,
1808,a1,SR20A-PC-SQUAD-04:SETI,SR20A-PC-SQUAD-04:I,,
1832,a1,SR21A-PC-SQUAD-01:SETI,SR21A-PC-SQUAD-01:I,,
1852,a1,SR21A-PC-SQUAD-02:SETI,SR21A-PC-SQUAD-02:I,,
1866,a1,SR21A-PC-SQUAD-03:SETI,SR21A-PC-SQUAD-03:I,,
1887,a1,SR21A-PC-SQUAD-04:SETI,SR21A-PC-SQUAD-04:I,,
1911,a1,SR22A-PC-SQUAD-01:SETI,SR22A-PC-SQUAD-01:I,,
1931,a1,SR22A-PC-SQUAD-02:SETI,SR22A-PC-SQUAD-02:I,,
1945,a1,SR22A-PC-SQUAD-03:SETI,SR22A-PC-SQUAD-03:I,,
1966,a1,SR22A-PC-SQUAD-04:SETI,SR22A-PC-SQUAD-04:I,,
1990,a1,SR23A-PC-SQUAD-01:SETI,SR23A-PC-SQUAD-01:I,,
2010,a1,SR23A-PC-SQUAD-02:SETI,SR23A-PC-SQUAD-02:I,,
2024,a1,SR23A-PC-SQUAD-03:SETI,SR23A-PC-SQUAD-03:I,,
2045,a1,SR23A-PC-SQUAD-04:SETI,SR23A-PC-SQUAD-04:I,,
2069,a1,SR24A-PC-SQUAD-01:SETI,SR24A-PC-SQUAD-01:I,,
2089,a1,SR24A-PC-SQUAD-02:SETI,SR24A-PC-SQUAD-02:I,,
2103,a1,SR24A-PC-SQUAD-03:SETI,SR24A-PC-SQUAD-03:I,,
2124,a1,SR24A-PC-SQUAD-04:SETI,SR24A-PC-SQUAD-04:I,,
111,db0,SR02A-PC-DTRIM-01:SETI,SR02A-PC-DTRIM-01:I,,
185,db0,SR02A-PC-DTRIM-04:SETI,SR02A-PC-DTRIM-04:I,,
136,db0,SR02A-PC-DTRIM-02:SETI,SR02A-PC-DTRIM-02:I,,
160,db0,SR02A-PC-DTRIM-03:SETI,SR02A-PC-DTRIM-03:I,,
2131,I,SR-DI-DCCT-01:SIGNAL,,,
