id,name,field,get_pv,set_pv
1679,SR19A-PC-VSTR-05,v_fofb_disabled,SR19A-PC-VSTR-05:FAST:DISABLED,
1679,SR19A-PC-VSTR-05,v_sofb_disabled,SR19A-PC-VSTR-05:SLOW:DISABLED,
1682,SR19A-PC-Q2AB-07,b1,SR19A-PC-Q2AB-07:I,SR19A-PC-Q2AB-07:SETI
1684,SR19C-DI-EBPM-05,x,SR19C-DI-EBPM-05:SA:X,
1684,SR19C-DI-EBPM-05,y,SR19C-DI-EBPM-05:SA:Y,
1684,SR19C-DI-EBPM-05,enabled,SR19C-DI-EBPM-05:CF:ENABLED_S,
1684,SR19C-DI-EBPM-05,x_fofb_disabled,SR19C-PC-HBPM-05:FAST:DISABLED,
1684,SR19C-DI-EBPM-05,x_sofb_disabled,SR19C-PC-HBPM-05:SLOW:DISABLED,
1684,SR19C-DI-EBPM-05,y_fofb_disabled,SR19C-PC-VBPM-05:FAST:DISABLED,
1684,SR19C-DI-EBPM-05,y_sofb_disabled,SR19C-PC-VBPM-05:SLOW:DISABLED,
1686,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
1689,SR19A-PC-S2B-06,b2,SR19A-PC-S2B-06:I,SR19A-PC-S2B-06:SETI
1689,SR19A-PC-HSTR-06,b0,SR19A-PC-HSTR-06:I,SR19A-PC-HSTR-06:SETI
1689,SR19A-PC-HSTR-06,h_fofb_disabled,SR19A-PC-HSTR-06:FAST:DISABLED,
1689,SR19A-PC-HSTR-06,h_sofb_disabled,SR19A-PC-HSTR-06:SLOW:DISABLED,
1689,SR19A-PC-VSTR-06,a0,SR19A-PC-VSTR-06:I,SR19A-PC-VSTR-06:SETI
1689,SR19A-PC-VSTR-06,v_fofb_disabled,SR19A-PC-VSTR-06:FAST:DISABLED,
1689,SR19A-PC-VSTR-06,v_sofb_disabled,SR19A-PC-VSTR-06:SLOW:DISABLED,
1692,SR19A-PC-Q3B-08,b1,SR19A-PC-Q3B-08:I,SR19A-PC-Q3B-08:SETI
1694,SR19C-DI-EBPM-06,x,SR19C-DI-EBPM-06:SA:X,
1694,SR19C-DI-EBPM-06,y,SR19C-DI-EBPM-06:SA:Y,
1694,SR19C-DI-EBPM-06,enabled,SR19C-DI-EBPM-06:CF:ENABLED_S,
1694,SR19C-DI-EBPM-06,x_fofb_disabled,SR19C-PC-HBPM-06:FAST:DISABLED,
1694,SR19C-DI-EBPM-06,x_sofb_disabled,SR19C-PC-HBPM-06:SLOW:DISABLED,
1694,SR19C-DI-EBPM-06,y_fofb_disabled,SR19C-PC-VBPM-06:FAST:DISABLED,
1694,SR19C-DI-EBPM-06,y_sofb_disabled,SR19C-PC-VBPM-06:SLOW:DISABLED,
1696,SR19A-PC-Q2B-09,b1,SR19A-PC-Q2B-09:I,SR19A-PC-Q2B-09:SETI
1699,SR19A-PC-S1B-07,b2,SR19A-PC-S1B-07:I,SR19A-PC-S1B-07:SETI
1699,SR19A-PC-HSTR-07,b0,SR19A-PC-HSTR-07:I,SR19A-PC-HSTR-07:SETI
1699,SR19A-PC-HSTR-07,h_fofb_disabled,SR19A-PC-HSTR-07:FAST:DISABLED,
1699,SR19A-PC-HSTR-07,h_sofb_disabled,SR19A-PC-HSTR-07:SLOW:DISABLED,
1699,SR19A-PC-VSTR-07,a0,SR19A-PC-VSTR-07:I,SR19A-PC-VSTR-07:SETI
1699,SR19A-PC-VSTR-07,v_fofb_disabled,SR19A-PC-VSTR-07:FAST:DISABLED,
1699,SR19A-PC-VSTR-07,v_sofb_disabled,SR19A-PC-VSTR-07:SLOW:DISABLED,
1702,SR19A-PC-Q1B-10,b1,SR19A-PC-Q1B-10:I,SR19A-PC-Q1B-10:SETI
1704,SR19C-DI-EBPM-07,x,SR19C-DI-EBPM-07:SA:X,
1704,SR19C-DI-EBPM-07,y,SR19C-DI-EBPM-07:SA:Y,
1704,SR19C-DI-EBPM-07,enabled,SR19C-DI-EBPM-07:CF:ENABLED_S,
1704,SR19C-DI-EBPM-07,x_fofb_disabled,SR19C-PC-HBPM-07:FAST:DISABLED,
1704,SR19C-DI-EBPM-07,x_sofb_disabled,SR19C-PC-HBPM-07:SLOW:DISABLED,
1704,SR19C-DI-EBPM-07,y_fofb_disabled,SR19C-PC-VBPM-07:FAST:DISABLED,
1704,SR19C-DI-EBPM-07,y_sofb_disabled,SR19C-PC-VBPM-07:SLOW:DISABLED,
1748,SR20C-DI-EBPM-01,x,SR20C-DI-EBPM-01:SA:X,
1748,SR20C-DI-EBPM-01,y,SR20C-DI-EBPM-01:SA:Y,
1748,SR20C-DI-EBPM-01,enabled,SR20C-DI-EBPM-01:CF:ENABLED_S,
1748,SR20C-DI-EBPM-01,x_fofb_disabled,SR20C-PC-HBPM-01:FAST:DISABLED,
1748,SR20C-DI-EBPM-01,x_sofb_disabled,SR20C-PC-HBPM-01:SLOW:DISABLED,
1748,SR20C-DI-EBPM-01,y_fofb_disabled,SR20C-PC-VBPM-01:FAST:DISABLED,
1748,SR20C-DI-EBPM-01,y_sofb_disabled,SR20C-PC-VBPM-01:SLOW:DISABLED,
1751,SR20A-PC-Q1B-01,b1,SR20A-PC-Q1B-01:I,SR20A-PC-Q1B-01:SETI
1754,SR20A-PC-S1C-01,b2,SR20A-PC-S1C-01:I,SR20A-PC-S1C-01:SETI
1754,SR20A-PC-HSTR-01,b0,SR20A-PC-HSTR-01:I,SR20A-PC-HSTR-01:SETI
1754,SR20A-PC-HSTR-01,h_fofb_disabled,SR20A-PC-HSTR-01:FAST:DISABLED,
1754,SR20A-PC-HSTR-01,h_sofb_disabled,SR20A-PC-HSTR-01:SLOW:DISABLED,
1754,SR20A-PC-VSTR-01,a0,SR20A-PC-VSTR-01:I,SR20A-PC-VSTR-01:SETI
1754,SR20A-PC-VSTR-01,v_fofb_disabled,SR20A-PC-VSTR-01:FAST:DISABLED,
1754,SR20A-PC-VSTR-01,v_sofb_disabled,SR20A-PC-VSTR-01:SLOW:DISABLED,
1757,SR20A-PC-Q2B-02,b1,SR20A-PC-Q2B-02:I,SR20A-PC-Q2B-02:SETI
1759,SR20A-PC-Q3B-03,b1,SR20A-PC-Q3B-03:I,SR20A-PC-Q3B-03:SETI
1762,SR20A-PC-S2C-02,b2,SR20A-PC-S2C-02:I,SR20A-PC-S2C-02:SETI
1762,SR20A-PC-HSTR-02,b0,SR20A-PC-HSTR-02:I,SR20A-PC-HSTR-02:SETI
1762,SR20A-PC-HSTR-02,h_fofb_disabled,SR20A-PC-HSTR-02:FAST:DISABLED,
1762,SR20A-PC-HSTR-02,h_sofb_disabled,SR20A-PC-HSTR-02:SLOW:DISABLED,
1762,SR20A-PC-VSTR-02,a0,SR20A-PC-VSTR-02:I,SR20A-PC-VSTR-02:SETI
1762,SR20A-PC-VSTR-02,v_fofb_disabled,SR20A-PC-VSTR-02:FAST:DISABLED,
1762,SR20A-PC-VSTR-02,v_sofb_disabled,SR20A-PC-VSTR-02:SLOW:DISABLED,
1765,SR20C-DI-EBPM-02,x,SR20C-DI-EBPM-02:SA:X,
1765,SR20C-DI-EBPM-02,y,SR20C-DI-EBPM-02:SA:Y,
1765,SR20C-DI-EBPM-02,enabled,SR20C-DI-EBPM-02:CF:ENABLED_S,
1765,SR20C-DI-EBPM-02,x_fofb_disabled,SR20C-PC-HBPM-02:FAST:DISABLED,
1765,SR20C-DI-EBPM-02,x_sofb_disabled,SR20C-PC-HBPM-02:SLOW:DISABLED,
1765,SR20C-DI-EBPM-02,y_fofb_disabled,SR20C-PC-VBPM-02:FAST:DISABLED,
1765,SR20C-DI-EBPM-02,y_sofb_disabled,SR20C-PC-VBPM-02:SLOW:DISABLED,
1767,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
1769,SR20A-PC-Q2AB-04,b1,SR20A-PC-Q2AB-04:I,SR20A-PC-Q2AB-04:SETI
1771,SR20C-DI-EBPM-03,x,SR20C-DI-EBPM-03:SA:X,
1771,SR20C-DI-EBPM-03,y,SR20C-DI-EBPM-03:SA:Y,
1771,SR20C-DI-EBPM-03,enabled,SR20C-DI-EBPM-03:CF:ENABLED_S,
1771,SR20C-DI-EBPM-03,x_fofb_disabled,SR20C-PC-HBPM-03:FAST:DISABLED,
1771,SR20C-DI-EBPM-03,x_sofb_disabled,SR20C-PC-HBPM-03:SLOW:DISABLED,
1771,SR20C-DI-EBPM-03,y_fofb_disabled,SR20C-PC-VBPM-03:FAST:DISABLED,
1771,SR20C-DI-EBPM-03,y_sofb_disabled,SR20C-PC-VBPM-03:SLOW:DISABLED,
1774,SR20A-PC-S2A-03,b2,SR20A-PC-S2A-03:I,SR20A-PC-S2A-03:SETI
1774,SR20A-PC-HSTR-03,b0,SR20A-PC-HSTR-03:I,SR20A-PC-HSTR-03:SETI
1774,SR20A-PC-HSTR-03,h_fofb_disabled,SR20A-PC-HSTR-03:FAST:DISABLED,
1774,SR20A-PC-HSTR-03,h_sofb_disabled,SR20A-PC-HSTR-03:SLOW:DISABLED,
1774,SR20A-PC-VSTR-03,a0,SR20A-PC-VSTR-03:I,SR20A-PC-VSTR-03:SETI
1774,SR20A-PC-VSTR-03,v_fofb_disabled,SR20A-PC-VSTR-03:FAST:DISABLED,
1774,SR20A-PC-VSTR-03,v_sofb_disabled,SR20A-PC-VSTR-03:SLOW:DISABLED,
1777,SR20A-PC-Q1AB-05,b1,SR20A-PC-Q1AB-05:I,SR20A-PC-Q1AB-05:SETI
1779,SR20C-DI-EBPM-04,x,SR20C-DI-EBPM-04:SA:X,
1779,SR20C-DI-EBPM-04,y,SR20C-DI-EBPM-04:SA:Y,
1779,SR20C-DI-EBPM-04,enabled,SR20C-DI-EBPM-04:CF:ENABLED_S,
1779,SR20C-DI-EBPM-04,x_fofb_disabled,SR20C-PC-HBPM-04:FAST:DISABLED,
1779,SR20C-DI-EBPM-04,x_sofb_disabled,SR20C-PC-HBPM-04:SLOW:DISABLED,
1779,SR20C-DI-EBPM-04,y_fofb_disabled,SR20C-PC-VBPM-04:FAST:DISABLED,
1779,SR20C-DI-EBPM-04,y_sofb_disabled,SR20C-PC-VBPM-04:SLOW:DISABLED,
1782,SR20A-PC-S1A-04,b2,SR20A-PC-S1A-04:I,SR20A-PC-S1A-04:SETI
1782,SR20A-PC-HSTR-04,b0,SR20A-PC-HSTR-04:I,SR20A-PC-HSTR-04:SETI
1782,SR20A-PC-HSTR-04,h_fofb_disabled,SR20A-PC-HSTR-04:FAST:DISABLED,
1782,SR20A-PC-HSTR-04,h_sofb_disabled,SR20A-PC-HSTR-04:SLOW:DISABLED,
1782,SR20A-PC-VSTR-04,a0,SR20A-PC-VSTR-04:I,SR20A-PC-VSTR-04:SETI
1782,SR20A-PC-VSTR-04,v_fofb_disabled,SR20A-PC-VSTR-04:FAST:DISABLED,
1782,SR20A-PC-VSTR-04,v_sofb_disabled,SR20A-PC-VSTR-04:SLOW:DISABLED,
1785,SR20A-PC-Q1AD-06,b1,SR20A-PC-Q1AD-06:I,SR20A-PC-Q1AD-06:SETI
1788,SR20A-PC-S2A-05,b2,SR20A-PC-S2A-05:I,SR20A-PC-S2A-05:SETI
1788,SR20A-PC-HSTR-05,b0,SR20A-PC-HSTR-05:I,SR20A-PC-HSTR-05:SETI
1788,SR20A-PC-HSTR-05,h_fofb_disabled,SR20A-PC-HSTR-05:FAST:DISABLED,
1788,SR20A-PC-HSTR-05,h_sofb_disabled,SR20A-PC-HSTR-05:SLOW:DISABLED,
1788,SR20A-PC-VSTR-05,a0,SR20A-PC-VSTR-05:I,SR20A-PC-VSTR-05:SETI
1788,SR20A-PC-VSTR-05,v_fofb_disabled,SR20A-PC-VSTR-05:FAST:DISABLED,
1788,SR20A-PC-VSTR-05,v_sofb_disabled,SR20A-PC-VSTR-05:SLOW:DISABLED,
1791,SR20A-PC-Q2AD-07,b1,SR20A-PC-Q2AD-07:I,SR20A-PC-Q2AD-07:SETI
1793,SR20C-DI-EBPM-05,x,SR20C-DI-EBPM-05:SA:X,
1793,SR20C-DI-EBPM-05,y,SR20C-DI-EBPM-05:SA:Y,
1793,SR20C-DI-EBPM-05,enabled,SR20C-DI-EBPM-05:CF:ENABLED_S,
1793,SR20C-DI-EBPM-05,x_fofb_disabled,SR20C-PC-HBPM-05:FAST:DISABLED,
1793,SR20C-DI-EBPM-05,x_sofb_disabled,SR20C-PC-HBPM-05:SLOW:DISABLED,
1793,SR20C-DI-EBPM-05,y_fofb_disabled,SR20C-PC-VBPM-05:FAST:DISABLED,
1793,SR20C-DI-EBPM-05,y_sofb_disabled,SR20C-PC-VBPM-05:SLOW:DISABLED,
1795,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
1798,SR20A-PC-S2D-06,b2,SR20A-PC-S2D-06:I,SR20A-PC-S2D-06:SETI
1798,SR20A-PC-HSTR-06,b0,SR20A-PC-HSTR-06:I,SR20A-PC-HSTR-06:SETI
1798,SR20A-PC-HSTR-06,h_fofb_disabled,SR20A-PC-HSTR-06:FAST:DISABLED,
1798,SR20A-PC-HSTR-06,h_sofb_disabled,SR20A-PC-HSTR-06:SLOW:DISABLED,
1798,SR20A-PC-VSTR-06,a0,SR20A-PC-VSTR-06:I,SR20A-PC-VSTR-06:SETI
1798,SR20A-PC-VSTR-06,v_fofb_disabled,SR20A-PC-VSTR-06:FAST:DISABLED,
1798,SR20A-PC-VSTR-06,v_sofb_disabled,SR20A-PC-VSTR-06:SLOW:DISABLED,
1801,SR20A-PC-Q3D-08,b1,SR20A-PC-Q3D-08:I,SR20A-PC-Q3D-08:SETI
1803,SR20C-DI-EBPM-06,x,SR20C-DI-EBPM-06:SA:X,
1803,SR20C-DI-EBPM-06,y,SR20C-DI-EBPM-06:SA:Y,
1803,SR20C-DI-EBPM-06,enabled,SR20C-DI-EBPM-06:CF:ENABLED_S,
1803,SR20C-DI-EBPM-06,x_fofb_disabled,SR20C-PC-HBPM-06:FAST:DISABLED,
1803,SR20C-DI-EBPM-06,x_sofb_disabled,SR20C-PC-HBPM-06:SLOW:DISABLED,
1803,SR20C-DI-EBPM-06,y_fofb_disabled,SR20C-PC-VBPM-06:FAST:DISABLED,
1803,SR20C-DI-EBPM-06,y_sofb_disabled,SR20C-PC-VBPM-06:SLOW:DISABLED,
1805,SR20A-PC-Q2D-09,b1,SR20A-PC-Q2D-09:I,SR20A-PC-Q2D-09:SETI
1808,SR20A-PC-S1D-07,b2,SR20A-PC-S1D-07:I,SR20A-PC-S1D-07:SETI
1808,SR20A-PC-HSTR-07,b0,SR20A-PC-HSTR-07:I,SR20A-PC-HSTR-07:SETI
1808,SR20A-PC-HSTR-07,h_fofb_disabled,SR20A-PC-HSTR-07:FAST:DISABLED,
1808,SR20A-PC-HSTR-07,h_sofb_disabled,SR20A-PC-HSTR-07:SLOW:DISABLED,
1808,SR20A-PC-VSTR-07,a0,SR20A-PC-VSTR-07:I,SR20A-PC-VSTR-07:SETI
1808,SR20A-PC-VSTR-07,v_fofb_disabled,SR20A-PC-VSTR-07:FAST:DISABLED,
1808,SR20A-PC-VSTR-07,v_sofb_disabled,SR20A-PC-VSTR-07:SLOW:DISABLED,
1811,SR20A-PC-Q1D-10,b1,SR20A-PC-Q1D-10:I,SR20A-PC-Q1D-10:SETI
1813,SR20C-DI-EBPM-07,x,SR20C-DI-EBPM-07:SA:X,
1813,SR20C-DI-EBPM-07,y,SR20C-DI-EBPM-07:SA:Y,
1813,SR20C-DI-EBPM-07,enabled,SR20C-DI-EBPM-07:CF:ENABLED_S,
1813,SR20C-DI-EBPM-07,x_fofb_disabled,SR20C-PC-HBPM-07:FAST:DISABLED,
1813,SR20C-DI-EBPM-07,x_sofb_disabled,SR20C-PC-HBPM-07:SLOW:DISABLED,
1813,SR20C-DI-EBPM-07,y_fofb_disabled,SR20C-PC-VBPM-07:FAST:DISABLED,
1813,SR20C-DI-EBPM-07,y_sofb_disabled,SR20C-PC-VBPM-07:SLOW:DISABLED,
1827,SR21C-DI-EBPM-01,x,SR21C-DI-EBPM-01:SA:X,
1827,SR21C-DI-EBPM-01,y,SR21C-DI-EBPM-01:SA:Y,
1827,SR21C-DI-EBPM-01,enabled,SR21C-DI-EBPM-01:CF:ENABLED_S,
1827,SR21C-DI-EBPM-01,x_fofb_disabled,SR21C-PC-HBPM-01:FAST:DISABLED,
1827,SR21C-DI-EBPM-01,x_sofb_disabled,SR21C-PC-HBPM-01:SLOW:DISABLED,
1827,SR21C-DI-EBPM-01,y_fofb_disabled,SR21C-PC-VBPM-01:FAST:DISABLED,
1827,SR21C-DI-EBPM-01,y_sofb_disabled,SR21C-PC-VBPM-01:SLOW:DISABLED,
1829,SR21A-PC-Q1D-01,b1,SR21A-PC-Q1D-01:I,SR21A-PC-Q1D-01:SETI
1832,SR21A-PC-S1D-01,b2,SR21A-PC-S1D-01:I,SR21A-PC-S1D-01:SETI
1832,SR21A-PC-HSTR-01,b0,SR21A-PC-HSTR-01:I,SR21A-PC-HSTR-01:SETI
1832,SR21A-PC-HSTR-01,h_fofb_disabled,SR21A-PC-HSTR-01:FAST:DISABLED,
1832,SR21A-PC-HSTR-01,h_sofb_disabled,SR21A-PC-HSTR-01:SLOW:DISABLED,
1832,SR21A-PC-VSTR-01,a0,SR21A-PC-VSTR-01:I,SR21A-PC-VSTR-01:SETI
1832,SR21A-PC-VSTR-01,v_fofb_disabled,SR21A-PC-VSTR-01:FAST:DISABLED,
1832,SR21A-PC-VSTR-01,v_sofb_disabled,SR21A-PC-VSTR-01:SLOW:DISABLED,
1835,SR21A-PC-Q2D-02,b1,SR21A-PC-Q2D-02:I,SR21A-PC-Q2D-02:SETI
1837,SR21A-PC-Q3D-03,b1,SR21A-PC-Q3D-03:I,SR21A-PC-Q3D-03:SETI
1840,SR21A-PC-S2D-02,b2,SR21A-PC-S2D-02:I,SR21A-PC-S2D-02:SETI
1840,SR21A-PC-HSTR-02,b0,SR21A-PC-HSTR-02:I,SR21A-PC-HSTR-02:SETI
1840,SR21A-PC-HSTR-02,h_fofb_disabled,SR21A-PC-HSTR-02:FAST:DISABLED,
1840,SR21A-PC-HSTR-02,h_sofb_disabled,SR21A-PC-HSTR-02:SLOW:DISABLED,
1840,SR21A-PC-VSTR-02,a0,SR21A-PC-VSTR-02:I,SR21A-PC-VSTR-02:SETI
1840,SR21A-PC-VSTR-02,v_fofb_disabled,SR21A-PC-VSTR-02:FAST:DISABLED,
1840,SR21A-PC-VSTR-02,v_sofb_disabled,SR21A-PC-VSTR-02:SLOW:DISABLED,
1843,SR21C-DI-EBPM-02,x,SR21C-DI-EBPM-02:SA:X,
1843,SR21C-DI-EBPM-02,y,SR21C-DI-EBPM-02:SA:Y,
1843,SR21C-DI-EBPM-02,enabled,SR21C-DI-EBPM-02:CF:ENABLED_S,
1843,SR21C-DI-EBPM-02,x_fofb_disabled,SR21C-PC-HBPM-02:FAST:DISABLED,
1843,SR21C-DI-EBPM-02,x_sofb_disabled,SR21C-PC-HBPM-02:SLOW:DISABLED,
1843,SR21C-DI-EBPM-02,y_fofb_disabled,SR21C-PC-VBPM-02:FAST:DISABLED,
1843,SR21C-DI-EBPM-02,y_sofb_disabled,SR21C-PC-VBPM-02:SLOW:DISABLED,
1845,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
1847,SR21A-PC-Q2AD-04,b1,SR21A-PC-Q2AD-04:I,SR21A-PC-Q2AD-04:SETI
1849,SR21C-DI-EBPM-03,x,SR21C-DI-EBPM-03:SA:X,
1849,SR21C-DI-EBPM-03,y,SR21C-DI-EBPM-03:SA:Y,
1849,SR21C-DI-EBPM-03,enabled,SR21C-DI-EBPM-03:CF:ENABLED_S,
1849,SR21C-DI-EBPM-03,x_fofb_disabled,SR21C-PC-HBPM-03:FAST:DISABLED,
1849,SR21C-DI-EBPM-03,x_sofb_disabled,SR21C-PC-HBPM-03:SLOW:DISABLED,
1849,SR21C-DI-EBPM-03,y_fofb_disabled,SR21C-PC-VBPM-03:FAST:DISABLED,
1849,SR21C-DI-EBPM-03,y_sofb_disabled,SR21C-PC-VBPM-03:SLOW:DISABLED,
1852,SR21A-PC-S2A-03,b2,SR21A-PC-S2A-03:I,SR21A-PC-S2A-03:SETI
1852,SR21A-PC-HSTR-03,b0,SR21A-PC-HSTR-03:I,SR21A-PC-HSTR-03:SETI
1852,SR21A-PC-HSTR-03,h_fofb_disabled,SR21A-PC-HSTR-03:FAST:DISABLED,
1852,SR21A-PC-HSTR-03,h_sofb_disabled,SR21A-PC-HSTR-03:SLOW:DISABLED,
1852,SR21A-PC-VSTR-03,a0,SR21A-PC-VSTR-03:I,SR21A-PC-VSTR-03:SETI
1852,SR21A-PC-VSTR-03,v_fofb_disabled,SR21A-PC-VSTR-03:FAST:DISABLED,
1852,SR21A-PC-VSTR-03,v_sofb_disabled,SR21A-PC-VSTR-03:SLOW:DISABLED,
1855,SR21A-PC-Q1AD-05,b1,SR21A-PC-Q1AD-05:I,SR21A-PC-Q1AD-05:SETI
1857,SR21C-DI-EBPM-04,x,SR21C-DI-EBPM-04:SA:X,
1857,SR21C-DI-EBPM-04,y,SR21C-DI-EBPM-04:SA:Y,
1857,SR21C-DI-EBPM-04,enabled,SR21C-DI-EBPM-04:CF:ENABLED_S,
1857,SR21C-DI-EBPM-04,x_fofb_disabled,SR21C-PC-HBPM-04:FAST:DISABLED,
1857,SR21C-DI-EBPM-04,x_sofb_disabled,SR21C-PC-HBPM-04:SLOW:DISABLED,
1857,SR21C-DI-EBPM-04,y_fofb_disabled,SR21C-PC-VBPM-04:FAST:DISABLED,
1857,SR21C-DI-EBPM-04,y_sofb_disabled,SR21C-PC-VBPM-04:SLOW:DISABLED,
1860,SR21A-PC-S1A-04,b2,SR21A-PC-S1A-04:I,SR21A-PC-S1A-04:SETI
1860,SR21A-PC-HSTR-04,b0,SR21A-PC-HSTR-04:I,SR21A-PC-HSTR-04:SETI
1860,SR21A-PC-HSTR-04,h_fofb_disabled,SR21A-PC-HSTR-04:FAST:DISABLED,
1860,SR21A-PC-HSTR-04,h_sofb_disabled,SR21A-PC-HSTR-04:SLOW:DISABLED,
1860,SR21A-PC-VSTR-04,a0,SR21A-PC-VSTR-04:I,SR21A-PC-VSTR-04:SETI
1860,SR21A-PC-VSTR-04,v_fofb_disabled,SR21A-PC-VSTR-04:FAST:DISABLED,
1860,SR21A-PC-VSTR-04,v_sofb_disabled,SR21A-PC-VSTR-04:SLOW:DISABLED,
1863,SR21A-PC-Q1AB-06,b1,SR21A-PC-Q1AB-06:I,SR21A-PC-Q1AB-06:SETI
1866,SR21A-PC-S2A-05,b2,SR21A-PC-S2A-05:I,SR21A-PC-S2A-05:SETI
1866,SR21A-PC-HSTR-05,b0,SR21A-PC-HSTR-05:I,SR21A-PC-HSTR-05:SETI
1866,SR21A-PC-HSTR-05,h_fofb_disabled,SR21A-PC-HSTR-05:FAST:DISABLED,
1866,SR21A-PC-HSTR-05,h_sofb_disabled,SR21A-PC-HSTR-05:SLOW:DISABLED,
1866,SR21A-PC-VSTR-05,a0,SR21A-PC-VSTR-05:I,SR21A-PC-VSTR-05:SETI
1866,SR21A-PC-VSTR-05,v_fofb_disabled,SR21A-PC-VSTR-05:FAST:DISABLED,
1866,SR21A-PC-VSTR-05,v_sofb_disabled,SR21A-PC-VSTR-05:SLOW:DISABLED,
1869,SR21A-PC-Q2AB-07,b1,SR21A-PC-Q2AB-07:I,SR21A-PC-Q2AB-07:SETI
1871,SR21C-DI-EBPM-05,x,SR21C-DI-EBPM-05:SA:X,
1871,SR21C-DI-EBPM-05,y,SR21C-DI-EBPM-05:SA:Y,
1871,SR21C-DI-EBPM-05,enabled,SR21C-DI-EBPM-05:CF:ENABLED_S,
1871,SR21C-DI-EBPM-05,x_fofb_disabled,SR21C-PC-HBPM-05:FAST:DISABLED,
1871,SR21C-DI-EBPM-05,x_sofb_disabled,SR21C-PC-HBPM-05:SLOW:DISABLED,
1871,SR21C-DI-EBPM-05,y_fofb_disabled,SR21C-PC-VBPM-05:FAST:DISABLED,
1871,SR21C-DI-EBPM-05,y_sofb_disabled,SR21C-PC-VBPM-05:SLOW:DISABLED,
1874,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
1877,SR21A-PC-S2C-06,b2,SR21A-PC-S2C-06:I,SR21A-PC-S2C-06:SETI
1877,SR21A-PC-HSTR-06,b0,SR21A-PC-HSTR-06:I,SR21A-PC-HSTR-06:SETI
1877,SR21A-PC-HSTR-06,h_fofb_disabled,SR21A-PC-HSTR-06:FAST:DISABLED,
1877,SR21A-PC-HSTR-06,h_sofb_disabled,SR21A-PC-HSTR-06:SLOW:DISABLED,
1877,SR21A-PC-VSTR-06,a0,SR21A-PC-VSTR-06:I,SR21A-PC-VSTR-06:SETI
1877,SR21A-PC-VSTR-06,v_fofb_disabled,SR21A-PC-VSTR-06:FAST:DISABLED,
1877,SR21A-PC-VSTR-06,v_sofb_disabled,SR21A-PC-VSTR-06:SLOW:DISABLED,
1880,SR21A-PC-Q3B-08,b1,SR21A-PC-Q3B-08:I,SR21A-PC-Q3B-08:SETI
1882,SR21C-DI-EBPM-06,x,SR21C-DI-EBPM-06:SA:X,
1882,SR21C-DI-EBPM-06,y,SR21C-DI-EBPM-06:SA:Y,
1882,SR21C-DI-EBPM-06,enabled,SR21C-DI-EBPM-06:CF:ENABLED_S,
1882,SR21C-DI-EBPM-06,x_fofb_disabled,SR21C-PC-HBPM-06:FAST:DISABLED,
1882,SR21C-DI-EBPM-06,x_sofb_disabled,SR21C-PC-HBPM-06:SLOW:DISABLED,
1882,SR21C-DI-EBPM-06,y_fofb_disabled,SR21C-PC-VBPM-06:FAST:DISABLED,
1882,SR21C-DI-EBPM-06,y_sofb_disabled,SR21C-PC-VBPM-06:SLOW:DISABLED,
1884,SR21A-PC-Q2B-09,b1,SR21A-PC-Q2B-09:I,SR21A-PC-Q2B-09:SETI
1887,SR21A-PC-S1C-07,b2,SR21A-PC-S1C-07:I,SR21A-PC-S1C-07:SETI
1887,SR21A-PC-HSTR-07,b0,SR21A-PC-HSTR-07:I,SR21A-PC-HSTR-07:SETI
1887,SR21A-PC-HSTR-07,h_fofb_disabled,SR21A-PC-HSTR-07:FAST:DISABLED,
1887,SR21A-PC-HSTR-07,h_sofb_disabled,SR21A-PC-HSTR-07:SLOW:DISABLED,
1887,SR21A-PC-VSTR-07,a0,SR21A-PC-VSTR-07:I,SR21A-PC-VSTR-07:SETI
1887,SR21A-PC-VSTR-07,v_fofb_disabled,SR21A-PC-VSTR-07:FAST:DISABLED,
1887,SR21A-PC-VSTR-07,v_sofb_disabled,SR21A-PC-VSTR-07:SLOW:DISABLED,
1890,SR21A-PC-Q1B-10,b1,SR21A-PC-Q1B-10:I,SR21A-PC-Q1B-10:SETI
1892,SR21C-DI-EBPM-07,x,SR21C-DI-EBPM-07:SA:X,
1892,SR21C-DI-EBPM-07,y,SR21C-DI-EBPM-07:SA:Y,
1892,SR21C-DI-EBPM-07,enabled,SR21C-DI-EBPM-07:CF:ENABLED_S,
1892,SR21C-DI-EBPM-07,x_fofb_disabled,SR21C-PC-HBPM-07:FAST:DISABLED,
1892,SR21C-DI-EBPM-07,x_sofb_disabled,SR21C-PC-HBPM-07:SLOW:DISABLED,
1892,SR21C-DI-EBPM-07,y_fofb_disabled,SR21C-PC-VBPM-07:FAST:DISABLED,
1892,SR21C-DI-EBPM-07,y_sofb_disabled,SR21C-PC-VBPM-07:SLOW:DISABLED,
1906,SR22C-DI-EBPM-01,x,SR22C-DI-EBPM-01:SA:X,
1906,SR22C-DI-EBPM-01,y,SR22C-DI-EBPM-01:SA:Y,
